feature_code,name,type,year,age,sex,number_assessed
S08000031,Greater Glasgow and Clyde,NHS Health Board,2010/11,45+ yrs old,All,327
S08000031,Greater Glasgow and Clyde,NHS Health Board,2010/11,Unknown,All,2
S08000031,Greater Glasgow and Clyde,NHS Health Board,2011/12,Under 20yrs old,All,193
S08000031,Greater Glasgow and Clyde,NHS Health Board,2011/12,20 to 24 yrs old,All,353
S08000031,Greater Glasgow and Clyde,NHS Health Board,2011/12,25 to 29 yrs old,All,480
S08000031,Greater Glasgow and Clyde,NHS Health Board,2011/12,30 to 34 yrs old,All,626
S08000031,Greater Glasgow and Clyde,NHS Health Board,2011/12,35 to 39 yrs old,All,561
S08000031,Greater Glasgow and Clyde,NHS Health Board,2011/12,40 to 44 yrs old,All,414
S08000031,Greater Glasgow and Clyde,NHS Health Board,2011/12,45+ yrs old,All,373
S08000031,Greater Glasgow and Clyde,NHS Health Board,2011/12,Unknown,All,1
S08000031,Greater Glasgow and Clyde,NHS Health Board,2012/13,Under 20yrs old,All,121
S08000031,Greater Glasgow and Clyde,NHS Health Board,2012/13,20 to 24 yrs old,All,313
S08000031,Greater Glasgow and Clyde,NHS Health Board,2012/13,25 to 29 yrs old,All,487
S08000031,Greater Glasgow and Clyde,NHS Health Board,2012/13,30 to 34 yrs old,All,622
S08000031,Greater Glasgow and Clyde,NHS Health Board,2012/13,35 to 39 yrs old,All,611
S08000031,Greater Glasgow and Clyde,NHS Health Board,2012/13,40 to 44 yrs old,All,502
S08000031,Greater Glasgow and Clyde,NHS Health Board,2012/13,45+ yrs old,All,604
S08000031,Greater Glasgow and Clyde,NHS Health Board,2012/13,Unknown,All,1
S08000031,Greater Glasgow and Clyde,NHS Health Board,2013/14,Under 20yrs old,All,NA
S08000031,Greater Glasgow and Clyde,NHS Health Board,2013/14,20 to 24 yrs old,All,NA
S08000031,Greater Glasgow and Clyde,NHS Health Board,2013/14,25 to 29 yrs old,All,NA
S08000031,Greater Glasgow and Clyde,NHS Health Board,2013/14,30 to 34 yrs old,All,NA
S08000031,Greater Glasgow and Clyde,NHS Health Board,2013/14,35 to 39 yrs old,All,NA
S08000031,Greater Glasgow and Clyde,NHS Health Board,2013/14,40 to 44 yrs old,All,NA
S08000031,Greater Glasgow and Clyde,NHS Health Board,2013/14,45+ yrs old,All,NA
S08000031,Greater Glasgow and Clyde,NHS Health Board,2013/14,Unknown,All,NA
S08000031,Greater Glasgow and Clyde,NHS Health Board,2014/15,Under 20yrs old,All,158
S08000031,Greater Glasgow and Clyde,NHS Health Board,2014/15,20 to 24 yrs old,All,286
S08000031,Greater Glasgow and Clyde,NHS Health Board,2014/15,25 to 29 yrs old,All,379
S08000031,Greater Glasgow and Clyde,NHS Health Board,2014/15,30 to 34 yrs old,All,561
S08000031,Greater Glasgow and Clyde,NHS Health Board,2014/15,35 to 39 yrs old,All,628
S08000031,Greater Glasgow and Clyde,NHS Health Board,2014/15,40 to 44 yrs old,All,492
S08000031,Greater Glasgow and Clyde,NHS Health Board,2014/15,45+ yrs old,All,542
S08000031,Greater Glasgow and Clyde,NHS Health Board,2014/15,Unknown,All,0
S08000031,Greater Glasgow and Clyde,NHS Health Board,2015/16,Under 20yrs old,All,110
S08000031,Greater Glasgow and Clyde,NHS Health Board,2015/16,20 to 24 yrs old,All,224
S08000031,Greater Glasgow and Clyde,NHS Health Board,2015/16,25 to 29 yrs old,All,319
S08000031,Greater Glasgow and Clyde,NHS Health Board,2015/16,30 to 34 yrs old,All,414
S08000031,Greater Glasgow and Clyde,NHS Health Board,2015/16,35 to 39 yrs old,All,482
S08000031,Greater Glasgow and Clyde,NHS Health Board,2015/16,40 to 44 yrs old,All,435
S08000031,Greater Glasgow and Clyde,NHS Health Board,2015/16,45+ yrs old,All,517
S08000031,Greater Glasgow and Clyde,NHS Health Board,2015/16,Unknown,All,0
S08000031,Greater Glasgow and Clyde,NHS Health Board,2016/17,Under 20yrs old,All,134
S08000031,Greater Glasgow and Clyde,NHS Health Board,2016/17,20 to 24 yrs old,All,194
S08000031,Greater Glasgow and Clyde,NHS Health Board,2016/17,25 to 29 yrs old,All,317
S08000031,Greater Glasgow and Clyde,NHS Health Board,2016/17,30 to 34 yrs old,All,449
S08000031,Greater Glasgow and Clyde,NHS Health Board,2016/17,35 to 39 yrs old,All,529
S08000031,Greater Glasgow and Clyde,NHS Health Board,2016/17,40 to 44 yrs old,All,451
S08000031,Greater Glasgow and Clyde,NHS Health Board,2016/17,45+ yrs old,All,534
S08000031,Greater Glasgow and Clyde,NHS Health Board,2016/17,Unknown,All,1
S08000031,Greater Glasgow and Clyde,NHS Health Board,2017/18,Under 20yrs old,All,99
S08000031,Greater Glasgow and Clyde,NHS Health Board,2017/18,20 to 24 yrs old,All,177
S08000031,Greater Glasgow and Clyde,NHS Health Board,2017/18,25 to 29 yrs old,All,269
S08000031,Greater Glasgow and Clyde,NHS Health Board,2017/18,30 to 34 yrs old,All,376
S08000031,Greater Glasgow and Clyde,NHS Health Board,2017/18,35 to 39 yrs old,All,441
S08000031,Greater Glasgow and Clyde,NHS Health Board,2017/18,40 to 44 yrs old,All,428
S08000031,Greater Glasgow and Clyde,NHS Health Board,2017/18,45+ yrs old,All,571
S08000031,Greater Glasgow and Clyde,NHS Health Board,2017/18,Unknown,All,0
S08000031,Greater Glasgow and Clyde,NHS Health Board,2018/19,Under 20yrs old,All,114
S08000031,Greater Glasgow and Clyde,NHS Health Board,2018/19,20 to 24 yrs old,All,168
S08000031,Greater Glasgow and Clyde,NHS Health Board,2018/19,25 to 29 yrs old,All,256
S08000031,Greater Glasgow and Clyde,NHS Health Board,2018/19,30 to 34 yrs old,All,331
S08000031,Greater Glasgow and Clyde,NHS Health Board,2018/19,35 to 39 yrs old,All,431
S08000031,Greater Glasgow and Clyde,NHS Health Board,2018/19,40 to 44 yrs old,All,378
S08000031,Greater Glasgow and Clyde,NHS Health Board,2018/19,45+ yrs old,All,498
S08000031,Greater Glasgow and Clyde,NHS Health Board,2018/19,Unknown,All,0
S08000022,Highland,NHS Health Board,2006/07,Under 20yrs old,All,100
S08000022,Highland,NHS Health Board,2006/07,20 to 24 yrs old,All,128
S08000022,Highland,NHS Health Board,2006/07,25 to 29 yrs old,All,145
S08000022,Highland,NHS Health Board,2006/07,30 to 34 yrs old,All,98
S08000022,Highland,NHS Health Board,2006/07,35 to 39 yrs old,All,119
S08000022,Highland,NHS Health Board,2006/07,40 to 44 yrs old,All,74
S08000022,Highland,NHS Health Board,2006/07,45+ yrs old,All,145
S08000022,Highland,NHS Health Board,2006/07,Unknown,All,0
S08000022,Highland,NHS Health Board,2007/08,Under 20yrs old,All,58
S08000022,Highland,NHS Health Board,2007/08,20 to 24 yrs old,All,101
S08000022,Highland,NHS Health Board,2007/08,25 to 29 yrs old,All,114
S08000022,Highland,NHS Health Board,2007/08,30 to 34 yrs old,All,76
S08000022,Highland,NHS Health Board,2007/08,35 to 39 yrs old,All,83
S08000022,Highland,NHS Health Board,2007/08,40 to 44 yrs old,All,38
S08000022,Highland,NHS Health Board,2007/08,45+ yrs old,All,66
S08000022,Highland,NHS Health Board,2007/08,Unknown,All,0
S08000022,Highland,NHS Health Board,2008/09,Under 20yrs old,All,46
S08000022,Highland,NHS Health Board,2008/09,20 to 24 yrs old,All,54
S08000022,Highland,NHS Health Board,2008/09,25 to 29 yrs old,All,94
S08000022,Highland,NHS Health Board,2008/09,30 to 34 yrs old,All,62
S08000022,Highland,NHS Health Board,2008/09,35 to 39 yrs old,All,53
S08000022,Highland,NHS Health Board,2008/09,40 to 44 yrs old,All,33
S08000022,Highland,NHS Health Board,2008/09,45+ yrs old,All,33
S08000022,Highland,NHS Health Board,2008/09,Unknown,All,0
S08000022,Highland,NHS Health Board,2009/10,Under 20yrs old,All,34
S08000022,Highland,NHS Health Board,2009/10,20 to 24 yrs old,All,61
S08000022,Highland,NHS Health Board,2009/10,25 to 29 yrs old,All,106
S08000022,Highland,NHS Health Board,2009/10,30 to 34 yrs old,All,78
S08000022,Highland,NHS Health Board,2009/10,35 to 39 yrs old,All,51
S08000022,Highland,NHS Health Board,2009/10,40 to 44 yrs old,All,32
S08000022,Highland,NHS Health Board,2009/10,45+ yrs old,All,31
S08000022,Highland,NHS Health Board,2009/10,Unknown,All,0
S08000022,Highland,NHS Health Board,2010/11,Under 20yrs old,All,24
S08000022,Highland,NHS Health Board,2010/11,20 to 24 yrs old,All,61
S08000022,Highland,NHS Health Board,2010/11,25 to 29 yrs old,All,71
S08000022,Highland,NHS Health Board,2010/11,30 to 34 yrs old,All,63
S08000022,Highland,NHS Health Board,2010/11,35 to 39 yrs old,All,50
S08000022,Highland,NHS Health Board,2010/11,40 to 44 yrs old,All,32
S08000022,Highland,NHS Health Board,2010/11,45+ yrs old,All,30
S08000022,Highland,NHS Health Board,2010/11,Unknown,All,0
S08000022,Highland,NHS Health Board,2011/12,Under 20yrs old,All,18
S08000022,Highland,NHS Health Board,2011/12,20 to 24 yrs old,All,66
S08000022,Highland,NHS Health Board,2011/12,25 to 29 yrs old,All,70
S08000022,Highland,NHS Health Board,2011/12,30 to 34 yrs old,All,65
S08000022,Highland,NHS Health Board,2011/12,35 to 39 yrs old,All,62
S08000022,Highland,NHS Health Board,2011/12,40 to 44 yrs old,All,42
S08000022,Highland,NHS Health Board,2011/12,45+ yrs old,All,37
S08000022,Highland,NHS Health Board,2011/12,Unknown,All,0
S08000022,Highland,NHS Health Board,2012/13,Under 20yrs old,All,19
S08000022,Highland,NHS Health Board,2012/13,20 to 24 yrs old,All,52
S08000022,Highland,NHS Health Board,2012/13,25 to 29 yrs old,All,74
S08000022,Highland,NHS Health Board,2012/13,30 to 34 yrs old,All,54
S08000022,Highland,NHS Health Board,2012/13,35 to 39 yrs old,All,49
S08000022,Highland,NHS Health Board,2012/13,40 to 44 yrs old,All,43
S08000022,Highland,NHS Health Board,2012/13,45+ yrs old,All,41
S08000022,Highland,NHS Health Board,2012/13,Unknown,All,0
S08000022,Highland,NHS Health Board,2013/14,Under 20yrs old,All,17
S08000022,Highland,NHS Health Board,2013/14,20 to 24 yrs old,All,42
S08000022,Highland,NHS Health Board,2013/14,25 to 29 yrs old,All,54
S08000022,Highland,NHS Health Board,2013/14,30 to 34 yrs old,All,63
S08000022,Highland,NHS Health Board,2013/14,35 to 39 yrs old,All,46
S08000022,Highland,NHS Health Board,2013/14,40 to 44 yrs old,All,29
S08000022,Highland,NHS Health Board,2013/14,45+ yrs old,All,31
S08000022,Highland,NHS Health Board,2013/14,Unknown,All,0
S08000022,Highland,NHS Health Board,2014/15,Under 20yrs old,All,19
S08000022,Highland,NHS Health Board,2014/15,20 to 24 yrs old,All,44
S08000022,Highland,NHS Health Board,2014/15,25 to 29 yrs old,All,72
S08000022,Highland,NHS Health Board,2014/15,30 to 34 yrs old,All,65
S08000022,Highland,NHS Health Board,2014/15,35 to 39 yrs old,All,50
S08000022,Highland,NHS Health Board,2014/15,40 to 44 yrs old,All,39
S08000022,Highland,NHS Health Board,2014/15,45+ yrs old,All,46
S08000022,Highland,NHS Health Board,2014/15,Unknown,All,1
S08000022,Highland,NHS Health Board,2015/16,Under 20yrs old,All,12
S08000022,Highland,NHS Health Board,2015/16,20 to 24 yrs old,All,35
S08000022,Highland,NHS Health Board,2015/16,25 to 29 yrs old,All,34
S08000022,Highland,NHS Health Board,2015/16,30 to 34 yrs old,All,51
S08000022,Highland,NHS Health Board,2015/16,35 to 39 yrs old,All,42
S08000022,Highland,NHS Health Board,2015/16,40 to 44 yrs old,All,27
S08000022,Highland,NHS Health Board,2015/16,45+ yrs old,All,33
S08000022,Highland,NHS Health Board,2015/16,Unknown,All,0
S08000022,Highland,NHS Health Board,2016/17,Under 20yrs old,All,14
S08000022,Highland,NHS Health Board,2016/17,20 to 24 yrs old,All,36
S08000022,Highland,NHS Health Board,2016/17,25 to 29 yrs old,All,55
S08000022,Highland,NHS Health Board,2016/17,30 to 34 yrs old,All,46
S08000022,Highland,NHS Health Board,2016/17,35 to 39 yrs old,All,47
S08000022,Highland,NHS Health Board,2016/17,40 to 44 yrs old,All,39
S08000022,Highland,NHS Health Board,2016/17,45+ yrs old,All,23
S08000022,Highland,NHS Health Board,2016/17,Unknown,All,0
S08000022,Highland,NHS Health Board,2017/18,Under 20yrs old,All,11
S08000022,Highland,NHS Health Board,2017/18,20 to 24 yrs old,All,35
S08000022,Highland,NHS Health Board,2017/18,25 to 29 yrs old,All,32
S08000022,Highland,NHS Health Board,2017/18,30 to 34 yrs old,All,42
S08000022,Highland,NHS Health Board,2017/18,35 to 39 yrs old,All,50
S08000022,Highland,NHS Health Board,2017/18,40 to 44 yrs old,All,32
S08000022,Highland,NHS Health Board,2017/18,45+ yrs old,All,40
S08000022,Highland,NHS Health Board,2017/18,Unknown,All,0
S08000022,Highland,NHS Health Board,2018/19,Under 20yrs old,All,23
S08000022,Highland,NHS Health Board,2018/19,20 to 24 yrs old,All,31
S08000022,Highland,NHS Health Board,2018/19,25 to 29 yrs old,All,30
S08000022,Highland,NHS Health Board,2018/19,30 to 34 yrs old,All,45
S08000022,Highland,NHS Health Board,2018/19,35 to 39 yrs old,All,30
S08000022,Highland,NHS Health Board,2018/19,40 to 44 yrs old,All,28
S08000022,Highland,NHS Health Board,2018/19,45+ yrs old,All,34
S08000022,Highland,NHS Health Board,2018/19,Unknown,All,0
S08000032,Lanarkshire,NHS Health Board,2006/07,Under 20yrs old,All,88
S08000032,Lanarkshire,NHS Health Board,2006/07,20 to 24 yrs old,All,122
S08000032,Lanarkshire,NHS Health Board,2006/07,25 to 29 yrs old,All,196
S08000032,Lanarkshire,NHS Health Board,2006/07,30 to 34 yrs old,All,156
S08000032,Lanarkshire,NHS Health Board,2006/07,35 to 39 yrs old,All,110
S08000032,Lanarkshire,NHS Health Board,2006/07,40 to 44 yrs old,All,40
S08000032,Lanarkshire,NHS Health Board,2006/07,45+ yrs old,All,24
S08000032,Lanarkshire,NHS Health Board,2006/07,Unknown,All,0
S08000032,Lanarkshire,NHS Health Board,2007/08,Under 20yrs old,All,88
S08000032,Lanarkshire,NHS Health Board,2007/08,20 to 24 yrs old,All,159
S08000032,Lanarkshire,NHS Health Board,2007/08,25 to 29 yrs old,All,223
S08000032,Lanarkshire,NHS Health Board,2007/08,30 to 34 yrs old,All,207
S08000032,Lanarkshire,NHS Health Board,2007/08,35 to 39 yrs old,All,126
S08000032,Lanarkshire,NHS Health Board,2007/08,40 to 44 yrs old,All,75
S08000032,Lanarkshire,NHS Health Board,2007/08,45+ yrs old,All,50
S08000032,Lanarkshire,NHS Health Board,2007/08,Unknown,All,0
S08000032,Lanarkshire,NHS Health Board,2008/09,Under 20yrs old,All,79
S08000032,Lanarkshire,NHS Health Board,2008/09,20 to 24 yrs old,All,147
S08000032,Lanarkshire,NHS Health Board,2008/09,25 to 29 yrs old,All,191
S08000032,Lanarkshire,NHS Health Board,2008/09,30 to 34 yrs old,All,175
S08000032,Lanarkshire,NHS Health Board,2008/09,35 to 39 yrs old,All,145
S08000032,Lanarkshire,NHS Health Board,2008/09,40 to 44 yrs old,All,75
S08000032,Lanarkshire,NHS Health Board,2008/09,45+ yrs old,All,41
S08000032,Lanarkshire,NHS Health Board,2008/09,Unknown,All,0
S08000032,Lanarkshire,NHS Health Board,2009/10,Under 20yrs old,All,47
S08000032,Lanarkshire,NHS Health Board,2009/10,20 to 24 yrs old,All,161
S08000032,Lanarkshire,NHS Health Board,2009/10,25 to 29 yrs old,All,261
S08000032,Lanarkshire,NHS Health Board,2009/10,30 to 34 yrs old,All,303
S08000032,Lanarkshire,NHS Health Board,2009/10,35 to 39 yrs old,All,227
S08000032,Lanarkshire,NHS Health Board,2009/10,40 to 44 yrs old,All,124
S08000032,Lanarkshire,NHS Health Board,2009/10,45+ yrs old,All,77
S08000032,Lanarkshire,NHS Health Board,2009/10,Unknown,All,0
S08000032,Lanarkshire,NHS Health Board,2010/11,Under 20yrs old,All,66
S08000032,Lanarkshire,NHS Health Board,2010/11,20 to 24 yrs old,All,150
S08000032,Lanarkshire,NHS Health Board,2010/11,25 to 29 yrs old,All,201
S08000032,Lanarkshire,NHS Health Board,2010/11,30 to 34 yrs old,All,291
S08000032,Lanarkshire,NHS Health Board,2010/11,35 to 39 yrs old,All,236
S08000032,Lanarkshire,NHS Health Board,2010/11,40 to 44 yrs old,All,131
S08000032,Lanarkshire,NHS Health Board,2010/11,45+ yrs old,All,113
S08000032,Lanarkshire,NHS Health Board,2010/11,Unknown,All,1
S08000032,Lanarkshire,NHS Health Board,2011/12,Under 20yrs old,All,71
S08000032,Lanarkshire,NHS Health Board,2011/12,20 to 24 yrs old,All,141
S08000032,Lanarkshire,NHS Health Board,2011/12,25 to 29 yrs old,All,194
S08000032,Lanarkshire,NHS Health Board,2011/12,30 to 34 yrs old,All,252
S08000032,Lanarkshire,NHS Health Board,2011/12,35 to 39 yrs old,All,193
S08000032,Lanarkshire,NHS Health Board,2011/12,40 to 44 yrs old,All,135
S08000032,Lanarkshire,NHS Health Board,2011/12,45+ yrs old,All,106
S08000032,Lanarkshire,NHS Health Board,2011/12,Unknown,All,0
S08000032,Lanarkshire,NHS Health Board,2012/13,Under 20yrs old,All,77
S08000032,Lanarkshire,NHS Health Board,2012/13,20 to 24 yrs old,All,163
S08000032,Lanarkshire,NHS Health Board,2012/13,25 to 29 yrs old,All,206
S08000032,Lanarkshire,NHS Health Board,2012/13,30 to 34 yrs old,All,262
S08000032,Lanarkshire,NHS Health Board,2012/13,35 to 39 yrs old,All,195
S08000032,Lanarkshire,NHS Health Board,2012/13,40 to 44 yrs old,All,158
S08000032,Lanarkshire,NHS Health Board,2012/13,45+ yrs old,All,116
S08000032,Lanarkshire,NHS Health Board,2012/13,Unknown,All,0
S08000032,Lanarkshire,NHS Health Board,2013/14,Under 20yrs old,All,83
S08000032,Lanarkshire,NHS Health Board,2013/14,20 to 24 yrs old,All,185
S08000032,Lanarkshire,NHS Health Board,2013/14,25 to 29 yrs old,All,227
S08000032,Lanarkshire,NHS Health Board,2013/14,30 to 34 yrs old,All,281
S08000032,Lanarkshire,NHS Health Board,2013/14,35 to 39 yrs old,All,255
S08000032,Lanarkshire,NHS Health Board,2013/14,40 to 44 yrs old,All,175
S08000032,Lanarkshire,NHS Health Board,2013/14,45+ yrs old,All,177
S08000032,Lanarkshire,NHS Health Board,2013/14,Unknown,All,0
S08000032,Lanarkshire,NHS Health Board,2014/15,Under 20yrs old,All,97
S08000032,Lanarkshire,NHS Health Board,2014/15,20 to 24 yrs old,All,163
S08000032,Lanarkshire,NHS Health Board,2014/15,25 to 29 yrs old,All,194
S08000032,Lanarkshire,NHS Health Board,2014/15,30 to 34 yrs old,All,241
S08000032,Lanarkshire,NHS Health Board,2014/15,35 to 39 yrs old,All,220
S08000032,Lanarkshire,NHS Health Board,2014/15,40 to 44 yrs old,All,206
S08000032,Lanarkshire,NHS Health Board,2014/15,45+ yrs old,All,162
S08000032,Lanarkshire,NHS Health Board,2014/15,Unknown,All,0
S08000032,Lanarkshire,NHS Health Board,2015/16,Under 20yrs old,All,102
S08000032,Lanarkshire,NHS Health Board,2015/16,20 to 24 yrs old,All,213
S08000032,Lanarkshire,NHS Health Board,2015/16,25 to 29 yrs old,All,235
S08000032,Lanarkshire,NHS Health Board,2015/16,30 to 34 yrs old,All,273
S08000032,Lanarkshire,NHS Health Board,2015/16,35 to 39 yrs old,All,313
S08000032,Lanarkshire,NHS Health Board,2015/16,40 to 44 yrs old,All,237
S08000032,Lanarkshire,NHS Health Board,2015/16,45+ yrs old,All,270
S08000032,Lanarkshire,NHS Health Board,2015/16,Unknown,All,0
S08000032,Lanarkshire,NHS Health Board,2016/17,Under 20yrs old,All,63
S08000032,Lanarkshire,NHS Health Board,2016/17,20 to 24 yrs old,All,210
S08000032,Lanarkshire,NHS Health Board,2016/17,25 to 29 yrs old,All,253
S08000032,Lanarkshire,NHS Health Board,2016/17,30 to 34 yrs old,All,296
S08000032,Lanarkshire,NHS Health Board,2016/17,35 to 39 yrs old,All,282
S08000032,Lanarkshire,NHS Health Board,2016/17,40 to 44 yrs old,All,226
S08000032,Lanarkshire,NHS Health Board,2016/17,45+ yrs old,All,251
S08000032,Lanarkshire,NHS Health Board,2016/17,Unknown,All,0
S08000032,Lanarkshire,NHS Health Board,2017/18,Under 20yrs old,All,44
S08000032,Lanarkshire,NHS Health Board,2017/18,20 to 24 yrs old,All,182
S08000032,Lanarkshire,NHS Health Board,2017/18,25 to 29 yrs old,All,220
S08000032,Lanarkshire,NHS Health Board,2017/18,30 to 34 yrs old,All,251
S08000032,Lanarkshire,NHS Health Board,2017/18,35 to 39 yrs old,All,274
S08000032,Lanarkshire,NHS Health Board,2017/18,40 to 44 yrs old,All,210
S08000032,Lanarkshire,NHS Health Board,2017/18,45+ yrs old,All,245
S08000032,Lanarkshire,NHS Health Board,2017/18,Unknown,All,0
S08000032,Lanarkshire,NHS Health Board,2018/19,Under 20yrs old,All,52
S08000032,Lanarkshire,NHS Health Board,2018/19,20 to 24 yrs old,All,186
S08000032,Lanarkshire,NHS Health Board,2018/19,25 to 29 yrs old,All,274
S08000032,Lanarkshire,NHS Health Board,2018/19,30 to 34 yrs old,All,239
S08000032,Lanarkshire,NHS Health Board,2018/19,35 to 39 yrs old,All,261
S08000032,Lanarkshire,NHS Health Board,2018/19,40 to 44 yrs old,All,184
S08000032,Lanarkshire,NHS Health Board,2018/19,45+ yrs old,All,247
S08000032,Lanarkshire,NHS Health Board,2018/19,Unknown,All,1
S08000024,Lothian,NHS Health Board,2006/07,Under 20yrs old,All,161
S08000024,Lothian,NHS Health Board,2006/07,20 to 24 yrs old,All,446
S08000024,Lothian,NHS Health Board,2006/07,25 to 29 yrs old,All,520
S08000024,Lothian,NHS Health Board,2006/07,30 to 34 yrs old,All,439
S08000024,Lothian,NHS Health Board,2006/07,35 to 39 yrs old,All,256
S08000024,Lothian,NHS Health Board,2006/07,40 to 44 yrs old,All,162
S08000024,Lothian,NHS Health Board,2006/07,45+ yrs old,All,85
S08000024,Lothian,NHS Health Board,2006/07,Unknown,All,0
S08000024,Lothian,NHS Health Board,2007/08,Under 20yrs old,All,164
S08000024,Lothian,NHS Health Board,2007/08,20 to 24 yrs old,All,408
S08000024,Lothian,NHS Health Board,2007/08,25 to 29 yrs old,All,544
S08000024,Lothian,NHS Health Board,2007/08,30 to 34 yrs old,All,464
S08000024,Lothian,NHS Health Board,2007/08,35 to 39 yrs old,All,346
S08000024,Lothian,NHS Health Board,2007/08,40 to 44 yrs old,All,159
S08000024,Lothian,NHS Health Board,2007/08,45+ yrs old,All,105
S08000024,Lothian,NHS Health Board,2007/08,Unknown,All,0
S08000024,Lothian,NHS Health Board,2008/09,Under 20yrs old,All,176
S08000024,Lothian,NHS Health Board,2008/09,20 to 24 yrs old,All,388
S08000024,Lothian,NHS Health Board,2008/09,25 to 29 yrs old,All,592
S08000024,Lothian,NHS Health Board,2008/09,30 to 34 yrs old,All,450
S08000024,Lothian,NHS Health Board,2008/09,35 to 39 yrs old,All,344
S08000024,Lothian,NHS Health Board,2008/09,40 to 44 yrs old,All,201
S08000024,Lothian,NHS Health Board,2008/09,45+ yrs old,All,127
S08000024,Lothian,NHS Health Board,2008/09,Unknown,All,0
S08000024,Lothian,NHS Health Board,2009/10,Under 20yrs old,All,172
S08000024,Lothian,NHS Health Board,2009/10,20 to 24 yrs old,All,296
S08000024,Lothian,NHS Health Board,2009/10,25 to 29 yrs old,All,448
S08000024,Lothian,NHS Health Board,2009/10,30 to 34 yrs old,All,389
S08000024,Lothian,NHS Health Board,2009/10,35 to 39 yrs old,All,290
S08000024,Lothian,NHS Health Board,2009/10,40 to 44 yrs old,All,179
S08000024,Lothian,NHS Health Board,2009/10,45+ yrs old,All,128
S08000024,Lothian,NHS Health Board,2009/10,Unknown,All,0
S08000024,Lothian,NHS Health Board,2010/11,Under 20yrs old,All,145
S08000024,Lothian,NHS Health Board,2010/11,20 to 24 yrs old,All,281
S08000024,Lothian,NHS Health Board,2010/11,25 to 29 yrs old,All,379
S08000024,Lothian,NHS Health Board,2010/11,30 to 34 yrs old,All,409
S08000024,Lothian,NHS Health Board,2010/11,35 to 39 yrs old,All,364
S08000024,Lothian,NHS Health Board,2010/11,40 to 44 yrs old,All,194
S08000024,Lothian,NHS Health Board,2010/11,45+ yrs old,All,140
S08000024,Lothian,NHS Health Board,2010/11,Unknown,All,0
S08000024,Lothian,NHS Health Board,2011/12,Under 20yrs old,All,147
S08000024,Lothian,NHS Health Board,2011/12,20 to 24 yrs old,All,251
S08000024,Lothian,NHS Health Board,2011/12,25 to 29 yrs old,All,359
S08000024,Lothian,NHS Health Board,2011/12,30 to 34 yrs old,All,384
S08000024,Lothian,NHS Health Board,2011/12,35 to 39 yrs old,All,345
S08000024,Lothian,NHS Health Board,2011/12,40 to 44 yrs old,All,236
S08000024,Lothian,NHS Health Board,2011/12,45+ yrs old,All,147
S08000024,Lothian,NHS Health Board,2011/12,Unknown,All,0
S08000024,Lothian,NHS Health Board,2012/13,Under 20yrs old,All,132
S08000024,Lothian,NHS Health Board,2012/13,20 to 24 yrs old,All,192
S08000024,Lothian,NHS Health Board,2012/13,25 to 29 yrs old,All,287
S08000024,Lothian,NHS Health Board,2012/13,30 to 34 yrs old,All,371
S08000024,Lothian,NHS Health Board,2012/13,35 to 39 yrs old,All,293
S08000024,Lothian,NHS Health Board,2012/13,40 to 44 yrs old,All,219
S08000024,Lothian,NHS Health Board,2012/13,45+ yrs old,All,196
S08000024,Lothian,NHS Health Board,2012/13,Unknown,All,0
S08000024,Lothian,NHS Health Board,2013/14,Under 20yrs old,All,153
S08000024,Lothian,NHS Health Board,2013/14,20 to 24 yrs old,All,178
S08000024,Lothian,NHS Health Board,2013/14,25 to 29 yrs old,All,339
S08000024,Lothian,NHS Health Board,2013/14,30 to 34 yrs old,All,435
S08000024,Lothian,NHS Health Board,2013/14,35 to 39 yrs old,All,384
S08000024,Lothian,NHS Health Board,2013/14,40 to 44 yrs old,All,252
S08000024,Lothian,NHS Health Board,2013/14,45+ yrs old,All,277
S08000024,Lothian,NHS Health Board,2013/14,Unknown,All,1
S08000024,Lothian,NHS Health Board,2014/15,Under 20yrs old,All,148
S08000024,Lothian,NHS Health Board,2014/15,20 to 24 yrs old,All,186
S08000024,Lothian,NHS Health Board,2014/15,25 to 29 yrs old,All,330
S08000024,Lothian,NHS Health Board,2014/15,30 to 34 yrs old,All,460
S08000024,Lothian,NHS Health Board,2014/15,35 to 39 yrs old,All,428
S08000024,Lothian,NHS Health Board,2014/15,40 to 44 yrs old,All,289
S08000024,Lothian,NHS Health Board,2014/15,45+ yrs old,All,324
S08000024,Lothian,NHS Health Board,2014/15,Unknown,All,1
S08000024,Lothian,NHS Health Board,2015/16,Under 20yrs old,All,145
S08000024,Lothian,NHS Health Board,2015/16,20 to 24 yrs old,All,177
S08000024,Lothian,NHS Health Board,2015/16,25 to 29 yrs old,All,331
S08000024,Lothian,NHS Health Board,2015/16,30 to 34 yrs old,All,435
S08000024,Lothian,NHS Health Board,2015/16,35 to 39 yrs old,All,413
S08000024,Lothian,NHS Health Board,2015/16,40 to 44 yrs old,All,307
S08000024,Lothian,NHS Health Board,2015/16,45+ yrs old,All,303
S08000024,Lothian,NHS Health Board,2015/16,Unknown,All,0
S08000024,Lothian,NHS Health Board,2016/17,Under 20yrs old,All,135
S08000024,Lothian,NHS Health Board,2016/17,20 to 24 yrs old,All,194
S08000024,Lothian,NHS Health Board,2016/17,25 to 29 yrs old,All,363
S08000024,Lothian,NHS Health Board,2016/17,30 to 34 yrs old,All,463
S08000024,Lothian,NHS Health Board,2016/17,35 to 39 yrs old,All,432
