_id,FinancialYear,HBR,HBRQF,AgeGroup,AgeGroupQF,Sex,SexQF,NumberAssessed,NumberAssessedQF,PercentAssessed,PercentAssessedQF
1408,2014/15,S08000025,"",40 to 44 yrs old,"",All,d,,c,,c
1409,2014/15,S08000025,"",45+ yrs old,"",All,d,,c,,c
1410,2014/15,S08000025,"",Unknown,"",All,d,,c,,c
1411,2015/16,S08000025,"",Under 20yrs old,"",All,d,,c,,c
1412,2015/16,S08000025,"",20 to 24 yrs old,"",All,d,,c,,c
1413,2015/16,S08000025,"",25 to 29 yrs old,"",All,d,,c,,c
1414,2015/16,S08000025,"",30 to 34 yrs old,"",All,d,,c,,c
1415,2015/16,S08000025,"",35 to 39 yrs old,"",All,d,,c,,c
1416,2015/16,S08000025,"",40 to 44 yrs old,"",All,d,,c,,c
1417,2015/16,S08000025,"",45+ yrs old,"",All,d,,c,,c
1418,2015/16,S08000025,"",Unknown,"",All,d,,c,,c
1419,2016/17,S08000025,"",Under 20yrs old,"",All,d,,c,,c
1420,2016/17,S08000025,"",20 to 24 yrs old,"",All,d,,c,,c
1421,2016/17,S08000025,"",25 to 29 yrs old,"",All,d,,c,,c
1422,2016/17,S08000025,"",30 to 34 yrs old,"",All,d,,c,,c
1423,2016/17,S08000025,"",35 to 39 yrs old,"",All,d,,c,,c
1424,2016/17,S08000025,"",40 to 44 yrs old,"",All,d,,c,,c
1425,2016/17,S08000025,"",45+ yrs old,"",All,d,,c,,c
1426,2016/17,S08000025,"",Unknown,"",All,d,,c,,c
1427,2017/18,S08000025,"",Under 20yrs old,"",All,d,,c,,c
1428,2017/18,S08000025,"",20 to 24 yrs old,"",All,d,,c,,c
1429,2017/18,S08000025,"",25 to 29 yrs old,"",All,d,,c,,c
1430,2017/18,S08000025,"",30 to 34 yrs old,"",All,d,,c,,c
1431,2017/18,S08000025,"",35 to 39 yrs old,"",All,d,,c,,c
1432,2017/18,S08000025,"",40 to 44 yrs old,"",All,d,,c,,c
1433,2017/18,S08000025,"",45+ yrs old,"",All,d,,c,,c
1434,2017/18,S08000025,"",Unknown,"",All,d,,c,,c
1435,2006/07,S08000026,"",Under 20yrs old,"",All,d,13,"",28.26087,""
1436,2006/07,S08000026,"",20 to 24 yrs old,"",All,d,12,"",26.08696,""
1437,2006/07,S08000026,"",25 to 29 yrs old,"",All,d,5,"",10.86957,""
1438,2006/07,S08000026,"",30 to 34 yrs old,"",All,d,8,"",17.3913,""
1439,2006/07,S08000026,"",35 to 39 yrs old,"",All,d,6,"",13.04348,""
1440,2006/07,S08000026,"",40 to 44 yrs old,"",All,d,,c,,c
1441,2006/07,S08000026,"",45+ yrs old,"",All,d,,c,,c
1442,2006/07,S08000026,"",Unknown,"",All,d,0,"",0,""
1443,2007/08,S08000026,"",Under 20yrs old,"",All,d,11,"",24.44444,""
1444,2007/08,S08000026,"",20 to 24 yrs old,"",All,d,8,"",17.77778,""
1445,2007/08,S08000026,"",25 to 29 yrs old,"",All,d,6,"",13.33333,""
1446,2007/08,S08000026,"",30 to 34 yrs old,"",All,d,11,"",24.44444,""
1447,2007/08,S08000026,"",35 to 39 yrs old,"",All,d,5,"",11.11111,""
1448,2007/08,S08000026,"",40 to 44 yrs old,"",All,d,,c,,c
1449,2007/08,S08000026,"",45+ yrs old,"",All,d,,c,,c
1450,2007/08,S08000026,"",Unknown,"",All,d,0,"",0,""
1451,2008/09,S08000026,"",Under 20yrs old,"",All,d,,c,,c
1452,2008/09,S08000026,"",20 to 24 yrs old,"",All,d,,c,,c
1453,2008/09,S08000026,"",25 to 29 yrs old,"",All,d,10,"",20.40816,""
1454,2008/09,S08000026,"",30 to 34 yrs old,"",All,d,10,"",20.40816,""
1455,2008/09,S08000026,"",35 to 39 yrs old,"",All,d,6,"",12.2449,""
1456,2008/09,S08000026,"",40 to 44 yrs old,"",All,d,,c,,c
1457,2008/09,S08000026,"",45+ yrs old,"",All,d,,c,,c
1458,2008/09,S08000026,"",Unknown,"",All,d,0,"",0,""
1459,2009/10,S08000026,"",Under 20yrs old,"",All,d,5,"",7.69231,""
1460,2009/10,S08000026,"",20 to 24 yrs old,"",All,d,21,"",32.30769,""
1461,2009/10,S08000026,"",25 to 29 yrs old,"",All,d,12,"",18.46154,""
1462,2009/10,S08000026,"",30 to 34 yrs old,"",All,d,9,"",13.84615,""
1463,2009/10,S08000026,"",35 to 39 yrs old,"",All,d,9,"",13.84615,""
1464,2009/10,S08000026,"",40 to 44 yrs old,"",All,d,,c,,c
1465,2009/10,S08000026,"",45+ yrs old,"",All,d,,c,,c
1466,2009/10,S08000026,"",Unknown,"",All,d,0,"",0,""
1467,2010/11,S08000026,"",Under 20yrs old,"",All,d,5,"",7.24638,""
1468,2010/11,S08000026,"",20 to 24 yrs old,"",All,d,14,"",20.28986,""
1469,2010/11,S08000026,"",25 to 29 yrs old,"",All,d,21,"",30.43478,""
1470,2010/11,S08000026,"",30 to 34 yrs old,"",All,d,14,"",20.28986,""
1471,2010/11,S08000026,"",35 to 39 yrs old,"",All,d,,c,,c
1472,2010/11,S08000026,"",40 to 44 yrs old,"",All,d,,c,,c
1473,2010/11,S08000026,"",45+ yrs old,"",All,d,7,"",10.14493,""
1474,2010/11,S08000026,"",Unknown,"",All,d,0,"",0,""
1475,2011/12,S08000026,"",Under 20yrs old,"",All,d,,c,,c
1476,2011/12,S08000026,"",20 to 24 yrs old,"",All,d,,c,,c
1477,2011/12,S08000026,"",25 to 29 yrs old,"",All,d,10,"",21.73913,""
1478,2011/12,S08000026,"",30 to 34 yrs old,"",All,d,7,"",15.21739,""
1479,2011/12,S08000026,"",35 to 39 yrs old,"",All,d,8,"",17.3913,""
1480,2011/12,S08000026,"",40 to 44 yrs old,"",All,d,,c,,c
1481,2011/12,S08000026,"",45+ yrs old,"",All,d,,c,,c
1482,2011/12,S08000026,"",Unknown,"",All,d,0,"",0,""
1483,2012/13,S08000026,"",Under 20yrs old,"",All,d,,c,,c
1484,2012/13,S08000026,"",20 to 24 yrs old,"",All,d,,c,,c
1485,2012/13,S08000026,"",25 to 29 yrs old,"",All,d,8,"",20.51282,""
1486,2012/13,S08000026,"",30 to 34 yrs old,"",All,d,9,"",23.07692,""
1487,2012/13,S08000026,"",35 to 39 yrs old,"",All,d,,c,,c
1488,2012/13,S08000026,"",40 to 44 yrs old,"",All,d,,c,,c
1489,2012/13,S08000026,"",45+ yrs old,"",All,d,,c,,c
1490,2012/13,S08000026,"",Unknown,"",All,d,0,"",0,""
1491,2013/14,S08000026,"",Under 20yrs old,"",All,d,,c,,c
1492,2013/14,S08000026,"",20 to 24 yrs old,"",All,d,,c,,c
1493,2013/14,S08000026,"",25 to 29 yrs old,"",All,d,13,"",37.14286,""
1494,2013/14,S08000026,"",30 to 34 yrs old,"",All,d,5,"",14.28571,""
1495,2013/14,S08000026,"",35 to 39 yrs old,"",All,d,8,"",22.85714,""
1496,2013/14,S08000026,"",40 to 44 yrs old,"",All,d,,c,,c
1497,2013/14,S08000026,"",45+ yrs old,"",All,d,,c,,c
1498,2013/14,S08000026,"",Unknown,"",All,d,0,"",0,""
1499,2014/15,S08000026,"",Under 20yrs old,"",All,d,,c,,c
1500,2014/15,S08000026,"",20 to 24 yrs old,"",All,d,,c,,c
1501,2014/15,S08000026,"",25 to 29 yrs old,"",All,d,,c,,c
1502,2014/15,S08000026,"",30 to 34 yrs old,"",All,d,,c,,c
1503,2014/15,S08000026,"",35 to 39 yrs old,"",All,d,,c,,c
1504,2014/15,S08000026,"",40 to 44 yrs old,"",All,d,,c,,c
1505,2014/15,S08000026,"",45+ yrs old,"",All,d,6,"",22.22222,""
1506,2014/15,S08000026,"",Unknown,"",All,d,0,"",0,""
1507,2015/16,S08000026,"",Under 20yrs old,"",All,d,,c,,c
1508,2015/16,S08000026,"",20 to 24 yrs old,"",All,d,,c,,c
1509,2015/16,S08000026,"",25 to 29 yrs old,"",All,d,6,"",24,""
1510,2015/16,S08000026,"",30 to 34 yrs old,"",All,d,,c,,c
1511,2015/16,S08000026,"",35 to 39 yrs old,"",All,d,9,"",36,""
1512,2015/16,S08000026,"",40 to 44 yrs old,"",All,d,,c,,c
1513,2015/16,S08000026,"",45+ yrs old,"",All,d,,c,,c
1514,2015/16,S08000026,"",Unknown,"",All,d,0,"",0,""
1515,2016/17,S08000026,"",Under 20yrs old,"",All,d,,c,,c
1516,2016/17,S08000026,"",20 to 24 yrs old,"",All,d,,c,,c
1517,2016/17,S08000026,"",25 to 29 yrs old,"",All,d,7,"",17.07317,""
1518,2016/17,S08000026,"",30 to 34 yrs old,"",All,d,9,"",21.95122,""
1519,2016/17,S08000026,"",35 to 39 yrs old,"",All,d,7,"",17.07317,""
1520,2016/17,S08000026,"",40 to 44 yrs old,"",All,d,7,"",17.07317,""
1521,2016/17,S08000026,"",45+ yrs old,"",All,d,5,"",12.19512,""
1522,2016/17,S08000026,"",Unknown,"",All,d,0,"",0,""
1523,2017/18,S08000026,"",Under 20yrs old,"",All,d,0,"",0,""
1524,2017/18,S08000026,"",20 to 24 yrs old,"",All,d,,c,,c
1525,2017/18,S08000026,"",25 to 29 yrs old,"",All,d,11,"",35.48387,""
1526,2017/18,S08000026,"",30 to 34 yrs old,"",All,d,5,"",16.12903,""
1527,2017/18,S08000026,"",35 to 39 yrs old,"",All,d,,c,,c
1528,2017/18,S08000026,"",40 to 44 yrs old,"",All,d,,c,,c
1529,2017/18,S08000026,"",45+ yrs old,"",All,d,6,"",19.35484,""
1530,2017/18,S08000026,"",Unknown,"",All,d,0,"",0,""
1531,2018/19,S08000026,"",Under 20yrs old,"",All,d,,c,,c
1532,2018/19,S08000026,"",20 to 24 yrs old,"",All,d,,c,,c
1533,2018/19,S08000026,"",25 to 29 yrs old,"",All,d,9,"",29.03226,""
1534,2018/19,S08000026,"",30 to 34 yrs old,"",All,d,6,"",19.35484,""
1535,2018/19,S08000026,"",35 to 39 yrs old,"",All,d,6,"",19.35484,""
1536,2018/19,S08000026,"",40 to 44 yrs old,"",All,d,,c,,c
1537,2018/19,S08000026,"",45+ yrs old,"",All,d,,c,,c
1538,2018/19,S08000026,"",Unknown,"",All,d,0,"",0,""
1539,2006/07,S08000030,"",Under 20yrs old,"",All,d,91,"",10.03308,""
1540,2006/07,S08000030,"",20 to 24 yrs old,"",All,d,199,"",21.94046,""
1541,2006/07,S08000030,"",25 to 29 yrs old,"",All,d,257,"",28.33517,""
1542,2006/07,S08000030,"",30 to 34 yrs old,"",All,d,158,"",17.42007,""
1543,2006/07,S08000030,"",35 to 39 yrs old,"",All,d,120,"",13.23043,""
1544,2006/07,S08000030,"",40 to 44 yrs old,"",All,d,42,"",4.63065,""
1545,2006/07,S08000030,"",45+ yrs old,"",All,d,40,"",4.41014,""
1546,2006/07,S08000030,"",Unknown,"",All,d,0,"",0,""
1547,2007/08,S08000030,"",Under 20yrs old,"",All,d,140,"",10.71155,""
1548,2007/08,S08000030,"",20 to 24 yrs old,"",All,d,314,"",24.02448,""
1549,2007/08,S08000030,"",25 to 29 yrs old,"",All,d,304,"",23.25937,""
1550,2007/08,S08000030,"",30 to 34 yrs old,"",All,d,228,"",17.44453,""
1551,2007/08,S08000030,"",35 to 39 yrs old,"",All,d,185,"",14.15455,""
1552,2007/08,S08000030,"",40 to 44 yrs old,"",All,d,76,"",5.81484,""
1553,2007/08,S08000030,"",45+ yrs old,"",All,d,60,"",4.59067,""
1554,2007/08,S08000030,"",Unknown,"",All,d,0,"",0,""
1555,2008/09,S08000030,"",Under 20yrs old,"",All,d,145,"",10.28369,""
1556,2008/09,S08000030,"",20 to 24 yrs old,"",All,d,288,"",20.42553,""
1557,2008/09,S08000030,"",25 to 29 yrs old,"",All,d,366,"",25.95745,""
1558,2008/09,S08000030,"",30 to 34 yrs old,"",All,d,257,"",18.22695,""
1559,2008/09,S08000030,"",35 to 39 yrs old,"",All,d,172,"",12.19858,""
1560,2008/09,S08000030,"",40 to 44 yrs old,"",All,d,109,"",7.7305,""
1561,2008/09,S08000030,"",45+ yrs old,"",All,d,73,"",5.1773,""
1562,2008/09,S08000030,"",Unknown,"",All,d,0,"",0,""
1563,2009/10,S08000030,"",Under 20yrs old,"",All,d,103,"",10.72917,""
1564,2009/10,S08000030,"",20 to 24 yrs old,"",All,d,208,"",21.66667,""
1565,2009/10,S08000030,"",25 to 29 yrs old,"",All,d,228,"",23.75,""
1566,2009/10,S08000030,"",30 to 34 yrs old,"",All,d,187,"",19.47917,""
1567,2009/10,S08000030,"",35 to 39 yrs old,"",All,d,115,"",11.97917,""
1568,2009/10,S08000030,"",40 to 44 yrs old,"",All,d,68,"",7.08333,""
1569,2009/10,S08000030,"",45+ yrs old,"",All,d,51,"",5.3125,""
1570,2009/10,S08000030,"",Unknown,"",All,d,0,"",0,""
1571,2010/11,S08000030,"",Under 20yrs old,"",All,d,72,"",9.17197,""
1572,2010/11,S08000030,"",20 to 24 yrs old,"",All,d,148,"",18.8535,""
1573,2010/11,S08000030,"",25 to 29 yrs old,"",All,d,191,"",24.33121,""
1574,2010/11,S08000030,"",30 to 34 yrs old,"",All,d,166,"",21.1465,""
1575,2010/11,S08000030,"",35 to 39 yrs old,"",All,d,79,"",10.06369,""
1576,2010/11,S08000030,"",40 to 44 yrs old,"",All,d,73,"",9.29936,""
1577,2010/11,S08000030,"",45+ yrs old,"",All,d,56,"",7.13376,""
1578,2010/11,S08000030,"",Unknown,"",All,d,0,"",0,""
1579,2011/12,S08000030,"",Under 20yrs old,"",All,d,70,"",8.57843,""
1580,2011/12,S08000030,"",20 to 24 yrs old,"",All,d,127,"",15.56373,""
1581,2011/12,S08000030,"",25 to 29 yrs old,"",All,d,177,"",21.69118,""
1582,2011/12,S08000030,"",30 to 34 yrs old,"",All,d,188,"",23.03922,""
1583,2011/12,S08000030,"",35 to 39 yrs old,"",All,d,97,"",11.88725,""
1584,2011/12,S08000030,"",40 to 44 yrs old,"",All,d,86,"",10.53922,""
1585,2011/12,S08000030,"",45+ yrs old,"",All,d,71,"",8.70098,""
1586,2011/12,S08000030,"",Unknown,"",All,d,0,"",0,""
1587,2012/13,S08000030,"",Under 20yrs old,"",All,d,72,"",7.3922,""
1588,2012/13,S08000030,"",20 to 24 yrs old,"",All,d,120,"",12.32033,""
1589,2012/13,S08000030,"",25 to 29 yrs old,"",All,d,211,"",21.66324,""
1590,2012/13,S08000030,"",30 to 34 yrs old,"",All,d,226,"",23.20329,""
1591,2012/13,S08000030,"",35 to 39 yrs old,"",All,d,157,"",16.1191,""
1592,2012/13,S08000030,"",40 to 44 yrs old,"",All,d,104,"",10.67762,""
1593,2012/13,S08000030,"",45+ yrs old,"",All,d,83,"",8.52156,""
1594,2012/13,S08000030,"",Unknown,"",All,d,1,"",0.10267,""
1595,2013/14,S08000030,"",Under 20yrs old,"",All,d,,:,,:
1596,2013/14,S08000030,"",20 to 24 yrs old,"",All,d,,:,,:
1597,2013/14,S08000030,"",25 to 29 yrs old,"",All,d,,:,,:
1598,2013/14,S08000030,"",30 to 34 yrs old,"",All,d,,:,,:
1599,2013/14,S08000030,"",35 to 39 yrs old,"",All,d,,:,,:
1600,2013/14,S08000030,"",40 to 44 yrs old,"",All,d,,:,,:
1601,2013/14,S08000030,"",45+ yrs old,"",All,d,,:,,:
1602,2013/14,S08000030,"",Unknown,"",All,d,,:,,:
1603,2014/15,S08000030,"",Under 20yrs old,"",All,d,95,"",10.24811,""
1604,2014/15,S08000030,"",20 to 24 yrs old,"",All,d,84,"",9.06149,""
1605,2014/15,S08000030,"",25 to 29 yrs old,"",All,d,174,"",18.77023,""
1606,2014/15,S08000030,"",30 to 34 yrs old,"",All,d,212,"",22.86947,""
1607,2014/15,S08000030,"",35 to 39 yrs old,"",All,d,149,"",16.07335,""
1608,2014/15,S08000030,"",40 to 44 yrs old,"",All,d,115,"",12.40561,""
1609,2014/15,S08000030,"",45+ yrs old,"",All,d,98,"",10.57174,""
1610,2014/15,S08000030,"",Unknown,"",All,d,0,"",0,""
1611,2015/16,S08000030,"",Under 20yrs old,"",All,d,91,"",10.34091,""
1612,2015/16,S08000030,"",20 to 24 yrs old,"",All,d,85,"",9.65909,""
1613,2015/16,S08000030,"",25 to 29 yrs old,"",All,d,132,"",15,""
1614,2015/16,S08000030,"",30 to 34 yrs old,"",All,d,207,"",23.52273,""
1615,2015/16,S08000030,"",35 to 39 yrs old,"",All,d,145,"",16.47727,""
1616,2015/16,S08000030,"",40 to 44 yrs old,"",All,d,97,"",11.02273,""
1617,2015/16,S08000030,"",45+ yrs old,"",All,d,123,"",13.97727,""
1618,2015/16,S08000030,"",Unknown,"",All,d,0,"",0,""
1619,2016/17,S08000030,"",Under 20yrs old,"",All,d,55,"",6.95322,""
1620,2016/17,S08000030,"",20 to 24 yrs old,"",All,d,58,"",7.33249,""
1621,2016/17,S08000030,"",25 to 29 yrs old,"",All,d,151,"",19.08976,""
1622,2016/17,S08000030,"",30 to 34 yrs old,"",All,d,178,"",22.50316,""
1623,2016/17,S08000030,"",35 to 39 yrs old,"",All,d,153,"",19.3426,""
1624,2016/17,S08000030,"",40 to 44 yrs old,"",All,d,88,"",11.12516,""
1625,2016/17,S08000030,"",45+ yrs old,"",All,d,108,"",13.6536,""
1626,2016/17,S08000030,"",Unknown,"",All,d,0,"",0,""
1627,2017/18,S08000030,"",Under 20yrs old,"",All,d,49,"",7.45814,""
1628,2017/18,S08000030,"",20 to 24 yrs old,"",All,d,51,"",7.76256,""
1629,2017/18,S08000030,"",25 to 29 yrs old,"",All,d,94,"",14.30746,""
1630,2017/18,S08000030,"",30 to 34 yrs old,"",All,d,145,"",22.07002,""
1631,2017/18,S08000030,"",35 to 39 yrs old,"",All,d,126,"",19.17808,""
1632,2017/18,S08000030,"",40 to 44 yrs old,"",All,d,79,"",12.02435,""
1633,2017/18,S08000030,"",45+ yrs old,"",All,d,112,"",17.04718,""
1634,2017/18,S08000030,"",Unknown,"",All,d,1,"",0.15221,""
1635,2018/19,S08000030,"",Under 20yrs old,"",All,d,24,"",4.21053,""
1636,2018/19,S08000030,"",20 to 24 yrs old,"",All,d,44,"",7.7193,""
1637,2018/19,S08000030,"",25 to 29 yrs old,"",All,d,84,"",14.73684,""
1638,2018/19,S08000030,"",30 to 34 yrs old,"",All,d,148,"",25.96491,""
1639,2018/19,S08000030,"",35 to 39 yrs old,"",All,d,111,"",19.47368,""
1640,2018/19,S08000030,"",40 to 44 yrs old,"",All,d,81,"",14.21053,""
1641,2018/19,S08000030,"",45+ yrs old,"",All,d,78,"",13.68421,""
1642,2018/19,S08000030,"",Unknown,"",All,d,0,"",0,""
1643,2006/07,S08000028,"",Under 20yrs old,"",All,d,8,"",28.57143,""
1644,2006/07,S08000028,"",20 to 24 yrs old,"",All,d,7,"",25,""
1645,2006/07,S08000028,"",25 to 29 yrs old,"",All,d,6,"",21.42857,""
1646,2006/07,S08000028,"",30 to 34 yrs old,"",All,d,,c,,c
1647,2006/07,S08000028,"",35 to 39 yrs old,"",All,d,,c,,c
1648,2006/07,S08000028,"",40 to 44 yrs old,"",All,d,0,"",0,""
1649,2006/07,S08000028,"",45+ yrs old,"",All,d,,c,,c
1650,2006/07,S08000028,"",Unknown,"",All,d,0,"",0,""
1651,2007/08,S08000028,"",Under 20yrs old,"",All,d,8,"",22.22222,""
1652,2007/08,S08000028,"",20 to 24 yrs old,"",All,d,11,"",30.55556,""
1653,2007/08,S08000028,"",25 to 29 yrs old,"",All,d,8,"",22.22222,""
1654,2007/08,S08000028,"",30 to 34 yrs old,"",All,d,,c,,c
1655,2007/08,S08000028,"",35 to 39 yrs old,"",All,d,,c,,c
1656,2007/08,S08000028,"",40 to 44 yrs old,"",All,d,,c,,c
1657,2007/08,S08000028,"",45+ yrs old,"",All,d,,c,,c
1658,2007/08,S08000028,"",Unknown,"",All,d,0,"",0,""
1659,2008/09,S08000028,"",Under 20yrs old,"",All,d,,c,,c
1660,2008/09,S08000028,"",20 to 24 yrs old,"",All,d,,c,,c
1661,2008/09,S08000028,"",25 to 29 yrs old,"",All,d,8,"",27.58621,""
1662,2008/09,S08000028,"",30 to 34 yrs old,"",All,d,7,"",24.13793,""
1663,2008/09,S08000028,"",35 to 39 yrs old,"",All,d,0,"",0,""
1664,2008/09,S08000028,"",40 to 44 yrs old,"",All,d,,c,,c
1665,2008/09,S08000028,"",45+ yrs old,"",All,d,,c,,c
1666,2008/09,S08000028,"",Unknown,"",All,d,0,"",0,""
1667,2009/10,S08000028,"",Under 20yrs old,"",All,d,,c,,c
1668,2009/10,S08000028,"",20 to 24 yrs old,"",All,d,0,"",0,""
1669,2009/10,S08000028,"",25 to 29 yrs old,"",All,d,,c,,c
1670,2009/10,S08000028,"",30 to 34 yrs old,"",All,d,5,"",33.33333,""
1671,2009/10,S08000028,"",35 to 39 yrs old,"",All,d,,c,,c
1672,2009/10,S08000028,"",40 to 44 yrs old,"",All,d,0,"",0,""
1673,2009/10,S08000028,"",45+ yrs old,"",All,d,,c,,c
1674,2009/10,S08000028,"",Unknown,"",All,d,0,"",0,""
1675,2010/11,S08000028,"",Under 20yrs old,"",All,d,,c,,c
1676,2010/11,S08000028,"",20 to 24 yrs old,"",All,d,,c,,c
1677,2010/11,S08000028,"",25 to 29 yrs old,"",All,d,,c,,c
1678,2010/11,S08000028,"",30 to 34 yrs old,"",All,d,,c,,c
1679,2010/11,S08000028,"",35 to 39 yrs old,"",All,d,,c,,c
1680,2010/11,S08000028,"",40 to 44 yrs old,"",All,d,,c,,c
1681,2010/11,S08000028,"",45+ yrs old,"",All,d,5,"",15.15152,""
1682,2010/11,S08000028,"",Unknown,"",All,d,0,"",0,""
1683,2011/12,S08000028,"",Under 20yrs old,"",All,d,,c,,c
1684,2011/12,S08000028,"",20 to 24 yrs old,"",All,d,,c,,c
1685,2011/12,S08000028,"",25 to 29 yrs old,"",All,d,5,"",13.15789,""
1686,2011/12,S08000028,"",30 to 34 yrs old,"",All,d,7,"",18.42105,""
1687,2011/12,S08000028,"",35 to 39 yrs old,"",All,d,,c,,c
1688,2011/12,S08000028,"",40 to 44 yrs old,"",All,d,6,"",15.78947,""
1689,2011/12,S08000028,"",45+ yrs old,"",All,d,,c,,c
1690,2011/12,S08000028,"",Unknown,"",All,d,0,"",0,""
1691,2012/13,S08000028,"",Under 20yrs old,"",All,d,0,"",0,""
1692,2012/13,S08000028,"",20 to 24 yrs old,"",All,d,9,"",32.14286,""
1693,2012/13,S08000028,"",25 to 29 yrs old,"",All,d,,c,,c
1694,2012/13,S08000028,"",30 to 34 yrs old,"",All,d,,c,,c
1695,2012/13,S08000028,"",35 to 39 yrs old,"",All,d,,c,,c
1696,2012/13,S08000028,"",40 to 44 yrs old,"",All,d,,c,,c
1697,2012/13,S08000028,"",45+ yrs old,"",All,d,,c,,c
1698,2012/13,S08000028,"",Unknown,"",All,d,0,"",0,""
1699,2013/14,S08000028,"",Under 20yrs old,"",All,d,0,"",0,""
1700,2013/14,S08000028,"",20 to 24 yrs old,"",All,d,,c,,c
1701,2013/14,S08000028,"",25 to 29 yrs old,"",All,d,,c,,c
1702,2013/14,S08000028,"",30 to 34 yrs old,"",All,d,5,"",23.80952,""
1703,2013/14,S08000028,"",35 to 39 yrs old,"",All,d,6,"",28.57143,""
1704,2013/14,S08000028,"",40 to 44 yrs old,"",All,d,,c,,c
1705,2013/14,S08000028,"",45+ yrs old,"",All,d,,c,,c
1706,2013/14,S08000028,"",Unknown,"",All,d,0,"",0,""
1707,2014/15,S08000028,"",Under 20yrs old,"",All,d,,c,,c
1708,2014/15,S08000028,"",20 to 24 yrs old,"",All,d,,c,,c
1709,2014/15,S08000028,"",25 to 29 yrs old,"",All,d,,c,,c
1710,2014/15,S08000028,"",30 to 34 yrs old,"",All,d,,c,,c
1711,2014/15,S08000028,"",35 to 39 yrs old,"",All,d,,c,,c
1712,2014/15,S08000028,"",40 to 44 yrs old,"",All,d,,c,,c
1713,2014/15,S08000028,"",45+ yrs old,"",All,d,5,"",20.83333,""
1714,2014/15,S08000028,"",Unknown,"",All,d,0,"",0,""
1715,2015/16,S08000028,"",Under 20yrs old,"",All,d,,c,,c
1716,2015/16,S08000028,"",20 to 24 yrs old,"",All,d,,c,,c
1717,2015/16,S08000028,"",25 to 29 yrs old,"",All,d,,c,,c
1718,2015/16,S08000028,"",30 to 34 yrs old,"",All,d,,c,,c
1719,2015/16,S08000028,"",35 to 39 yrs old,"",All,d,5,"",17.85714,""
1720,2015/16,S08000028,"",40 to 44 yrs old,"",All,d,,c,,c
1721,2015/16,S08000028,"",45+ yrs old,"",All,d,,c,,c
1722,2015/16,S08000028,"",Unknown,"",All,d,0,"",0,""
1723,2016/17,S08000028,"",Under 20yrs old,"",All,d,,c,,c
1724,2016/17,S08000028,"",20 to 24 yrs old,"",All,d,,c,,c
1725,2016/17,S08000028,"",25 to 29 yrs old,"",All,d,,c,,c
1726,2016/17,S08000028,"",30 to 34 yrs old,"",All,d,,c,,c
1727,2016/17,S08000028,"",35 to 39 yrs old,"",All,d,7,"",20.58824,""
1728,2016/17,S08000028,"",40 to 44 yrs old,"",All,d,,c,,c
1729,2016/17,S08000028,"",45+ yrs old,"",All,d,,c,,c
1730,2016/17,S08000028,"",Unknown,"",All,d,0,"",0,""
1731,2017/18,S08000028,"",Under 20yrs old,"",All,d,,c,,c
1732,2017/18,S08000028,"",20 to 24 yrs old,"",All,d,,c,,c
1733,2017/18,S08000028,"",25 to 29 yrs old,"",All,d,,c,,c
1734,2017/18,S08000028,"",30 to 34 yrs old,"",All,d,,c,,c
1735,2017/18,S08000028,"",35 to 39 yrs old,"",All,d,5,"",26.31579,""
1736,2017/18,S08000028,"",40 to 44 yrs old,"",All,d,,c,,c
1737,2017/18,S08000028,"",45+ yrs old,"",All,d,,c,,c
1738,2017/18,S08000028,"",Unknown,"",All,d,0,"",0,""
1739,2018/19,S08000028,"",Under 20yrs old,"",All,d,,c,,c
1740,2018/19,S08000028,"",20 to 24 yrs old,"",All,d,,c,,c
1741,2018/19,S08000028,"",25 to 29 yrs old,"",All,d,0,"",0,""
1742,2018/19,S08000028,"",30 to 34 yrs old,"",All,d,,c,,c
1743,2018/19,S08000028,"",35 to 39 yrs old,"",All,d,,c,,c
1744,2018/19,S08000028,"",40 to 44 yrs old,"",All,d,,c,,c
1745,2018/19,S08000028,"",45+ yrs old,"",All,d,,c,,c
1746,2018/19,S08000028,"",Unknown,"",All,d,0,"",0,""
1747,2006/07,S92000003,d,All,d,Male,"",8675,"",71.18825,""
1748,2006/07,S92000003,d,All,d,Female,"",3511,"",28.81175,""
1749,2007/08,S92000003,d,All,d,Male,"",9072,"",70.15699,""
1750,2007/08,S92000003,d,All,d,Female,"",3859,"",29.84301,""
1751,2008/09,S92000003,d,All,d,Male,"",8544,"",70.5125,""
1752,2008/09,S92000003,d,All,d,Female,"",3573,"",29.4875,""
1753,2009/10,S92000003,d,All,d,Male,"",7804,"",68.9582,""
1754,2009/10,S92000003,d,All,d,Female,"",3513,"",31.0418,""
1755,2010/11,S92000003,d,All,d,Male,"",8031,"",70.28091,""
1756,2010/11,S92000003,d,All,d,Female,"",3396,"",29.71909,""
1757,2011/12,S92000003,d,All,d,Male,"",8028,"",70.82488,""
1758,2011/12,S92000003,d,All,d,Female,"",3307,"",29.17512,""
1759,2012/13,S92000003,d,All,d,Male,"",8089,"",69.3026,""
1760,2012/13,S92000003,d,All,d,Female,"",3583,"",30.6974,""
1761,2013/14,S92000003,d,All,d,Male,"",,:,,:
1762,2013/14,S92000003,d,All,d,Female,"",,:,,:
1763,2014/15,S92000003,d,All,d,Male,"",8904,"",71.0955,""
1764,2014/15,S92000003,d,All,d,Female,"",3620,"",28.9045,""
1765,2015/16,S92000003,d,All,d,Male,"",8668,"",71.40033,""
