_id,FinancialYear,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,NumberAssessed,NumberAssessedQF,PercentAssessed,PercentAssessedQF
3845,2018/19,S12000030,"",Under 20yrs old,"",All,d,12,"",6.12245,""
3846,2018/19,S12000030,"",20 to 24 yrs old,"",All,d,32,"",16.32653,""
3847,2018/19,S12000030,"",25 to 29 yrs old,"",All,d,31,"",15.81633,""
3848,2018/19,S12000030,"",30 to 34 yrs old,"",All,d,42,"",21.42857,""
3849,2018/19,S12000030,"",35 to 39 yrs old,"",All,d,27,"",13.77551,""
3850,2018/19,S12000030,"",40 to 44 yrs old,"",All,d,25,"",12.7551,""
3851,2018/19,S12000030,"",45+ yrs old,"",All,d,27,"",13.77551,""
3852,2018/19,S12000030,"",Unknown,"",All,d,0,"",0,""
3853,2006/07,S92000003,d,All,d,Male,"",8675,"",71.18825,""
3854,2006/07,S92000003,d,All,d,Female,"",3511,"",28.81175,""
3855,2007/08,S92000003,d,All,d,Male,"",9072,"",70.15699,""
3856,2007/08,S92000003,d,All,d,Female,"",3859,"",29.84301,""
3857,2008/09,S92000003,d,All,d,Male,"",8544,"",70.5125,""
3858,2008/09,S92000003,d,All,d,Female,"",3573,"",29.4875,""
3859,2009/10,S92000003,d,All,d,Male,"",7804,"",68.9582,""
3860,2009/10,S92000003,d,All,d,Female,"",3513,"",31.0418,""
3861,2010/11,S92000003,d,All,d,Male,"",8031,"",70.28091,""
3862,2010/11,S92000003,d,All,d,Female,"",3396,"",29.71909,""
3863,2011/12,S92000003,d,All,d,Male,"",8028,"",70.82488,""
3864,2011/12,S92000003,d,All,d,Female,"",3307,"",29.17512,""
3865,2012/13,S92000003,d,All,d,Male,"",8089,"",69.3026,""
3866,2012/13,S92000003,d,All,d,Female,"",3583,"",30.6974,""
3867,2013/14,S92000003,d,All,d,Male,"",,:,,:
3868,2013/14,S92000003,d,All,d,Female,"",,:,,:
3869,2014/15,S92000003,d,All,d,Male,"",8904,"",71.0955,""
3870,2014/15,S92000003,d,All,d,Female,"",3620,"",28.9045,""
3871,2015/16,S92000003,d,All,d,Male,"",8668,"",71.40033,""
3872,2015/16,S92000003,d,All,d,Female,"",3472,"",28.59967,""
3873,2016/17,S92000003,d,All,d,Male,"",8604,"",72.32683,""
3874,2016/17,S92000003,d,All,d,Female,"",3292,"",27.67317,""
3875,2017/18,S92000003,d,All,d,Male,"",7939,"",71.9699,""
3876,2017/18,S92000003,d,All,d,Female,"",3092,"",28.0301,""
3877,2018/19,S92000003,d,All,d,Male,"",7899,"",73.43125,""
3878,2018/19,S92000003,d,All,d,Female,"",2858,"",26.56875,""
3879,2006/07,S12000033,"",All,d,Male,"",267,"",64.80583,""
3880,2006/07,S12000033,"",All,d,Female,"",145,"",35.19417,""
3881,2007/08,S12000033,"",All,d,Male,"",464,"",68.63905,""
3882,2007/08,S12000033,"",All,d,Female,"",212,"",31.36095,""
3883,2008/09,S12000033,"",All,d,Male,"",360,"",64.86486,""
3884,2008/09,S12000033,"",All,d,Female,"",195,"",35.13514,""
3885,2009/10,S12000033,"",All,d,Male,"",358,"",68.32061,""
3886,2009/10,S12000033,"",All,d,Female,"",166,"",31.67939,""
3887,2010/11,S12000033,"",All,d,Male,"",340,"",66.5362,""
3888,2010/11,S12000033,"",All,d,Female,"",171,"",33.4638,""
3889,2011/12,S12000033,"",All,d,Male,"",327,"",65.4,""
3890,2011/12,S12000033,"",All,d,Female,"",173,"",34.6,""
3891,2012/13,S12000033,"",All,d,Male,"",432,"",67.5,""
3892,2012/13,S12000033,"",All,d,Female,"",208,"",32.5,""
3893,2013/14,S12000033,"",All,d,Male,"",495,"",68.46473,""
3894,2013/14,S12000033,"",All,d,Female,"",228,"",31.53527,""
3895,2014/15,S12000033,"",All,d,Male,"",527,"",71.60326,""
3896,2014/15,S12000033,"",All,d,Female,"",209,"",28.39674,""
3897,2015/16,S12000033,"",All,d,Male,"",631,"",72.94798,""
3898,2015/16,S12000033,"",All,d,Female,"",234,"",27.05202,""
3899,2016/17,S12000033,"",All,d,Male,"",478,"",70.60561,""
3900,2016/17,S12000033,"",All,d,Female,"",199,"",29.39439,""
3901,2017/18,S12000033,"",All,d,Male,"",533,"",73.0137,""
3902,2017/18,S12000033,"",All,d,Female,"",197,"",26.9863,""
3903,2018/19,S12000033,"",All,d,Male,"",468,"",75,""
3904,2018/19,S12000033,"",All,d,Female,"",156,"",25,""
3905,2006/07,S12000034,"",All,d,Male,"",247,"",69.77401,""
3906,2006/07,S12000034,"",All,d,Female,"",107,"",30.22599,""
3907,2007/08,S12000034,"",All,d,Male,"",202,"",66.66667,""
3908,2007/08,S12000034,"",All,d,Female,"",101,"",33.33333,""
3909,2008/09,S12000034,"",All,d,Male,"",196,"",66.21622,""
3910,2008/09,S12000034,"",All,d,Female,"",100,"",33.78378,""
3911,2009/10,S12000034,"",All,d,Male,"",183,"",64.66431,""
3912,2009/10,S12000034,"",All,d,Female,"",100,"",35.33569,""
3913,2010/11,S12000034,"",All,d,Male,"",261,"",70.16129,""
3914,2010/11,S12000034,"",All,d,Female,"",111,"",29.83871,""
3915,2011/12,S12000034,"",All,d,Male,"",285,"",71.42857,""
3916,2011/12,S12000034,"",All,d,Female,"",114,"",28.57143,""
3917,2012/13,S12000034,"",All,d,Male,"",249,"",72.17391,""
3918,2012/13,S12000034,"",All,d,Female,"",96,"",27.82609,""
3919,2013/14,S12000034,"",All,d,Male,"",225,"",68.59756,""
3920,2013/14,S12000034,"",All,d,Female,"",103,"",31.40244,""
3921,2014/15,S12000034,"",All,d,Male,"",239,"",69.07514,""
3922,2014/15,S12000034,"",All,d,Female,"",107,"",30.92486,""
3923,2015/16,S12000034,"",All,d,Male,"",243,"",74.31193,""
3924,2015/16,S12000034,"",All,d,Female,"",84,"",25.68807,""
3925,2016/17,S12000034,"",All,d,Male,"",430,"",75.17483,""
3926,2016/17,S12000034,"",All,d,Female,"",142,"",24.82517,""
3927,2017/18,S12000034,"",All,d,Male,"",369,"",75.92593,""
3928,2017/18,S12000034,"",All,d,Female,"",117,"",24.07407,""
3929,2018/19,S12000034,"",All,d,Male,"",406,"",74.49541,""
3930,2018/19,S12000034,"",All,d,Female,"",139,"",25.50459,""
3931,2006/07,S12000041,"",All,d,Male,"",125,"",70.62147,""
3932,2006/07,S12000041,"",All,d,Female,"",52,"",29.37853,""
3933,2007/08,S12000041,"",All,d,Male,"",224,"",70.66246,""
3934,2007/08,S12000041,"",All,d,Female,"",93,"",29.33754,""
3935,2008/09,S12000041,"",All,d,Male,"",175,"",66.28788,""
3936,2008/09,S12000041,"",All,d,Female,"",89,"",33.71212,""
3937,2009/10,S12000041,"",All,d,Male,"",104,"",63.80368,""
3938,2009/10,S12000041,"",All,d,Female,"",59,"",36.19632,""
3939,2010/11,S12000041,"",All,d,Male,"",91,"",63.19444,""
3940,2010/11,S12000041,"",All,d,Female,"",53,"",36.80556,""
3941,2011/12,S12000041,"",All,d,Male,"",101,"",70.13889,""
3942,2011/12,S12000041,"",All,d,Female,"",43,"",29.86111,""
3943,2012/13,S12000041,"",All,d,Male,"",131,"",68.94737,""
3944,2012/13,S12000041,"",All,d,Female,"",59,"",31.05263,""
3945,2013/14,S12000041,"",All,d,Male,"",,:,,:
3946,2013/14,S12000041,"",All,d,Female,"",,:,,:
3947,2014/15,S12000041,"",All,d,Male,"",127,"",65.80311,""
3948,2014/15,S12000041,"",All,d,Female,"",66,"",34.19689,""
3949,2015/16,S12000041,"",All,d,Male,"",131,"",71.19565,""
3950,2015/16,S12000041,"",All,d,Female,"",53,"",28.80435,""
3951,2016/17,S12000041,"",All,d,Male,"",86,"",66.66667,""
3952,2016/17,S12000041,"",All,d,Female,"",43,"",33.33333,""
3953,2017/18,S12000041,"",All,d,Male,"",63,"",81.81818,""
3954,2017/18,S12000041,"",All,d,Female,"",14,"",18.18182,""
3955,2018/19,S12000041,"",All,d,Male,"",60,"",84.50704,""
3956,2018/19,S12000041,"",All,d,Female,"",11,"",15.49296,""
3957,2006/07,S12000035,"",All,d,Male,"",102,"",68.91892,""
3958,2006/07,S12000035,"",All,d,Female,"",46,"",31.08108,""
3959,2007/08,S12000035,"",All,d,Male,"",114,"",71.69811,""
3960,2007/08,S12000035,"",All,d,Female,"",45,"",28.30189,""
3961,2008/09,S12000035,"",All,d,Male,"",110,"",69.62025,""
3962,2008/09,S12000035,"",All,d,Female,"",48,"",30.37975,""
3963,2009/10,S12000035,"",All,d,Male,"",101,"",74.81481,""
3964,2009/10,S12000035,"",All,d,Female,"",34,"",25.18519,""
3965,2010/11,S12000035,"",All,d,Male,"",73,"",82.95455,""
3966,2010/11,S12000035,"",All,d,Female,"",15,"",17.04545,""
3967,2011/12,S12000035,"",All,d,Male,"",59,"",75.64103,""
3968,2011/12,S12000035,"",All,d,Female,"",19,"",24.35897,""
3969,2012/13,S12000035,"",All,d,Male,"",43,"",78.18182,""
3970,2012/13,S12000035,"",All,d,Female,"",12,"",21.81818,""
3971,2013/14,S12000035,"",All,d,Male,"",63,"",79.74684,""
3972,2013/14,S12000035,"",All,d,Female,"",16,"",20.25316,""
3973,2014/15,S12000035,"",All,d,Male,"",57,"",77.02703,""
3974,2014/15,S12000035,"",All,d,Female,"",17,"",22.97297,""
3975,2015/16,S12000035,"",All,d,Male,"",36,"",67.92453,""
3976,2015/16,S12000035,"",All,d,Female,"",17,"",32.07547,""
3977,2016/17,S12000035,"",All,d,Male,"",,c,,c
3978,2016/17,S12000035,"",All,d,Female,"",,c,,c
3979,2017/18,S12000035,"",All,d,Male,"",53,"",71.62162,""
3980,2017/18,S12000035,"",All,d,Female,"",21,"",28.37838,""
3981,2018/19,S12000035,"",All,d,Male,"",36,"",81.81818,""
3982,2018/19,S12000035,"",All,d,Female,"",8,"",18.18182,""
3983,2006/07,S12000008,"",All,d,Male,"",345,"",74.03433,""
3984,2006/07,S12000008,"",All,d,Female,"",121,"",25.96567,""
3985,2007/08,S12000008,"",All,d,Male,"",269,"",69.87013,""
3986,2007/08,S12000008,"",All,d,Female,"",116,"",30.12987,""
3987,2008/09,S12000008,"",All,d,Male,"",363,"",78.40173,""
3988,2008/09,S12000008,"",All,d,Female,"",100,"",21.59827,""
3989,2009/10,S12000008,"",All,d,Male,"",297,"",64.00862,""
3990,2009/10,S12000008,"",All,d,Female,"",167,"",35.99138,""
3991,2010/11,S12000008,"",All,d,Male,"",281,"",61.48796,""
3992,2010/11,S12000008,"",All,d,Female,"",176,"",38.51204,""
3993,2011/12,S12000008,"",All,d,Male,"",295,"",65.26549,""
3994,2011/12,S12000008,"",All,d,Female,"",157,"",34.73451,""
3995,2012/13,S12000008,"",All,d,Male,"",225,"",60.97561,""
3996,2012/13,S12000008,"",All,d,Female,"",144,"",39.02439,""
3997,2013/14,S12000008,"",All,d,Male,"",341,"",66.7319,""
3998,2013/14,S12000008,"",All,d,Female,"",170,"",33.2681,""
3999,2014/15,S12000008,"",All,d,Male,"",336,"",68.43177,""
4000,2014/15,S12000008,"",All,d,Female,"",155,"",31.56823,""
4001,2015/16,S12000008,"",All,d,Male,"",292,"",64.74501,""
4002,2015/16,S12000008,"",All,d,Female,"",159,"",35.25499,""
4003,2016/17,S12000008,"",All,d,Male,"",257,"",69.08602,""
4004,2016/17,S12000008,"",All,d,Female,"",115,"",30.91398,""
4005,2017/18,S12000008,"",All,d,Male,"",204,"",69.38776,""
4006,2017/18,S12000008,"",All,d,Female,"",90,"",30.61224,""
4007,2018/19,S12000008,"",All,d,Male,"",272,"",72.72727,""
4008,2018/19,S12000008,"",All,d,Female,"",102,"",27.27273,""
4009,2006/07,S12000021,"",All,d,Male,"",447,"",95.92275,""
4010,2006/07,S12000021,"",All,d,Female,"",19,"",4.07725,""
4011,2007/08,S12000021,"",All,d,Male,"",319,"",93.27485,""
4012,2007/08,S12000021,"",All,d,Female,"",23,"",6.72515,""
4013,2008/09,S12000021,"",All,d,Male,"",410,"",91.31403,""
4014,2008/09,S12000021,"",All,d,Female,"",39,"",8.68597,""
4015,2009/10,S12000021,"",All,d,Male,"",482,"",70.77827,""
4016,2009/10,S12000021,"",All,d,Female,"",199,"",29.22173,""
4017,2010/11,S12000021,"",All,d,Male,"",378,"",60.96774,""
4018,2010/11,S12000021,"",All,d,Female,"",242,"",39.03226,""
4019,2011/12,S12000021,"",All,d,Male,"",283,"",64.17234,""
4020,2011/12,S12000021,"",All,d,Female,"",158,"",35.82766,""
4021,2012/13,S12000021,"",All,d,Male,"",306,"",68.60987,""
4022,2012/13,S12000021,"",All,d,Female,"",140,"",31.39013,""
4023,2013/14,S12000021,"",All,d,Male,"",390,"",72.35622,""
4024,2013/14,S12000021,"",All,d,Female,"",149,"",27.64378,""
4025,2014/15,S12000021,"",All,d,Male,"",317,"",69.67033,""
4026,2014/15,S12000021,"",All,d,Female,"",138,"",30.32967,""
4027,2015/16,S12000021,"",All,d,Male,"",334,"",68.02444,""
4028,2015/16,S12000021,"",All,d,Female,"",157,"",31.97556,""
4029,2016/17,S12000021,"",All,d,Male,"",277,"",69.25,""
4030,2016/17,S12000021,"",All,d,Female,"",123,"",30.75,""
4031,2017/18,S12000021,"",All,d,Male,"",229,"",65.42857,""
4032,2017/18,S12000021,"",All,d,Female,"",121,"",34.57143,""
4033,2018/19,S12000021,"",All,d,Male,"",297,"",72.08738,""
4034,2018/19,S12000021,"",All,d,Female,"",115,"",27.91262,""
4035,2006/07,S12000028,"",All,d,Male,"",177,"",80.82192,""
4036,2006/07,S12000028,"",All,d,Female,"",42,"",19.17808,""
4037,2007/08,S12000028,"",All,d,Male,"",162,"",68.93617,""
4038,2007/08,S12000028,"",All,d,Female,"",73,"",31.06383,""
4039,2008/09,S12000028,"",All,d,Male,"",154,"",81.05263,""
4040,2008/09,S12000028,"",All,d,Female,"",36,"",18.94737,""
4041,2009/10,S12000028,"",All,d,Male,"",160,"",64.77733,""
4042,2009/10,S12000028,"",All,d,Female,"",87,"",35.22267,""
4043,2010/11,S12000028,"",All,d,Male,"",163,"",64.17323,""
4044,2010/11,S12000028,"",All,d,Female,"",91,"",35.82677,""
4045,2011/12,S12000028,"",All,d,Male,"",189,"",67.5,""
4046,2011/12,S12000028,"",All,d,Female,"",91,"",32.5,""
4047,2012/13,S12000028,"",All,d,Male,"",176,"",65.42751,""
4048,2012/13,S12000028,"",All,d,Female,"",93,"",34.57249,""
4049,2013/14,S12000028,"",All,d,Male,"",233,"",72.8125,""
4050,2013/14,S12000028,"",All,d,Female,"",87,"",27.1875,""
4051,2014/15,S12000028,"",All,d,Male,"",204,"",71.08014,""
4052,2014/15,S12000028,"",All,d,Female,"",83,"",28.91986,""
4053,2015/16,S12000028,"",All,d,Male,"",165,"",69.91525,""
4054,2015/16,S12000028,"",All,d,Female,"",71,"",30.08475,""
4055,2016/17,S12000028,"",All,d,Male,"",145,"",64.73214,""
4056,2016/17,S12000028,"",All,d,Female,"",79,"",35.26786,""
4057,2017/18,S12000028,"",All,d,Male,"",182,"",68.16479,""
4058,2017/18,S12000028,"",All,d,Female,"",85,"",31.83521,""
4059,2018/19,S12000028,"",All,d,Male,"",173,"",67.57813,""
4060,2018/19,S12000028,"",All,d,Female,"",83,"",32.42188,""
4061,2006/07,S12000026,"",All,d,Male,"",91,"",71.09375,""
4062,2006/07,S12000026,"",All,d,Female,"",37,"",28.90625,""
4063,2007/08,S12000026,"",All,d,Male,"",133,"",71.89189,""
4064,2007/08,S12000026,"",All,d,Female,"",52,"",28.10811,""
4065,2008/09,S12000026,"",All,d,Male,"",136,"",74.72527,""
4066,2008/09,S12000026,"",All,d,Female,"",46,"",25.27473,""
4067,2009/10,S12000026,"",All,d,Male,"",137,"",71.35417,""
4068,2009/10,S12000026,"",All,d,Female,"",55,"",28.64583,""
4069,2010/11,S12000026,"",All,d,Male,"",134,"",70.52632,""
4070,2010/11,S12000026,"",All,d,Female,"",56,"",29.47368,""
4071,2011/12,S12000026,"",All,d,Male,"",151,"",68.63636,""
4072,2011/12,S12000026,"",All,d,Female,"",69,"",31.36364,""
4073,2012/13,S12000026,"",All,d,Male,"",118,"",71.51515,""
4074,2012/13,S12000026,"",All,d,Female,"",47,"",28.48485,""
4075,2013/14,S12000026,"",All,d,Male,"",135,"",72.97297,""
4076,2013/14,S12000026,"",All,d,Female,"",50,"",27.02703,""
4077,2014/15,S12000026,"",All,d,Male,"",104,"",73.23944,""
4078,2014/15,S12000026,"",All,d,Female,"",38,"",26.76056,""
4079,2015/16,S12000026,"",All,d,Male,"",110,"",72.36842,""
4080,2015/16,S12000026,"",All,d,Female,"",42,"",27.63158,""
4081,2016/17,S12000026,"",All,d,Male,"",149,"",69.30233,""
4082,2016/17,S12000026,"",All,d,Female,"",66,"",30.69767,""
4083,2017/18,S12000026,"",All,d,Male,"",109,"",69.87179,""
4084,2017/18,S12000026,"",All,d,Female,"",47,"",30.12821,""
4085,2018/19,S12000026,"",All,d,Male,"",138,"",73.79679,""
4086,2018/19,S12000026,"",All,d,Female,"",49,"",26.20321,""
4087,2006/07,S12000005,"",All,d,Male,"",97,"",74.61538,""
4088,2006/07,S12000005,"",All,d,Female,"",33,"",25.38462,""
4089,2007/08,S12000005,"",All,d,Male,"",84,"",72.41379,""
4090,2007/08,S12000005,"",All,d,Female,"",32,"",27.58621,""
4091,2008/09,S12000005,"",All,d,Male,"",83,"",64.34109,""
4092,2008/09,S12000005,"",All,d,Female,"",46,"",35.65891,""
4093,2009/10,S12000005,"",All,d,Male,"",81,"",64.28571,""
4094,2009/10,S12000005,"",All,d,Female,"",45,"",35.71429,""
4095,2010/11,S12000005,"",All,d,Male,"",95,"",58.64198,""
4096,2010/11,S12000005,"",All,d,Female,"",67,"",41.35802,""
4097,2011/12,S12000005,"",All,d,Male,"",86,"",63.23529,""
4098,2011/12,S12000005,"",All,d,Female,"",50,"",36.76471,""
4099,2012/13,S12000005,"",All,d,Male,"",94,"",66.66667,""
4100,2012/13,S12000005,"",All,d,Female,"",47,"",33.33333,""
4101,2013/14,S12000005,"",All,d,Male,"",100,"",69.44444,""
4102,2013/14,S12000005,"",All,d,Female,"",44,"",30.55556,""
4103,2014/15,S12000005,"",All,d,Male,"",120,"",73.17073,""
4104,2014/15,S12000005,"",All,d,Female,"",44,"",26.82927,""
4105,2015/16,S12000005,"",All,d,Male,"",113,"",73.37662,""
4106,2015/16,S12000005,"",All,d,Female,"",41,"",26.62338,""
4107,2016/17,S12000005,"",All,d,Male,"",107,"",75.88652,""
4108,2016/17,S12000005,"",All,d,Female,"",34,"",24.11348,""
4109,2017/18,S12000005,"",All,d,Male,"",111,"",70.25316,""
4110,2017/18,S12000005,"",All,d,Female,"",47,"",29.74684,""
4111,2018/19,S12000005,"",All,d,Male,"",127,"",72.98851,""
4112,2018/19,S12000005,"",All,d,Female,"",47,"",27.01149,""
4113,2006/07,S12000006,"",All,d,Male,"",223,"",70.12579,""
4114,2006/07,S12000006,"",All,d,Female,"",95,"",29.87421,""
4115,2007/08,S12000006,"",All,d,Male,"",146,"",71.92118,""
4116,2007/08,S12000006,"",All,d,Female,"",57,"",28.07882,""
4117,2008/09,S12000006,"",All,d,Male,"",147,"",71.35922,""
4118,2008/09,S12000006,"",All,d,Female,"",59,"",28.64078,""
4119,2009/10,S12000006,"",All,d,Male,"",146,"",69.19431,""
4120,2009/10,S12000006,"",All,d,Female,"",65,"",30.80569,""
4121,2010/11,S12000006,"",All,d,Male,"",217,"",80.66914,""
4122,2010/11,S12000006,"",All,d,Female,"",52,"",19.33086,""
4123,2011/12,S12000006,"",All,d,Male,"",203,"",76.89394,""
4124,2011/12,S12000006,"",All,d,Female,"",61,"",23.10606,""
4125,2012/13,S12000006,"",All,d,Male,"",244,"",75.7764,""
4126,2012/13,S12000006,"",All,d,Female,"",78,"",24.2236,""
4127,2013/14,S12000006,"",All,d,Male,"",270,"",71.42857,""
4128,2013/14,S12000006,"",All,d,Female,"",108,"",28.57143,""
4129,2014/15,S12000006,"",All,d,Male,"",259,"",73.16384,""
4130,2014/15,S12000006,"",All,d,Female,"",95,"",26.83616,""
4131,2015/16,S12000006,"",All,d,Male,"",231,"",65.625,""
4132,2015/16,S12000006,"",All,d,Female,"",121,"",34.375,""
4133,2016/17,S12000006,"",All,d,Male,"",233,"",70.39275,""
4134,2016/17,S12000006,"",All,d,Female,"",98,"",29.60725,""
4135,2017/18,S12000006,"",All,d,Male,"",232,"",70.94801,""
4136,2017/18,S12000006,"",All,d,Female,"",95,"",29.05199,""
4137,2018/19,S12000006,"",All,d,Male,"",231,"",71.2963,""
4138,2018/19,S12000006,"",All,d,Female,"",93,"",28.7037,""
4139,2006/07,S12000045,"",All,d,Male,"",44,"",65.67164,""
4140,2006/07,S12000045,"",All,d,Female,"",23,"",34.32836,""
4141,2007/08,S12000045,"",All,d,Male,"",77,"",80.20833,""
4142,2007/08,S12000045,"",All,d,Female,"",19,"",19.79167,""
4143,2008/09,S12000045,"",All,d,Male,"",92,"",80.70175,""
4144,2008/09,S12000045,"",All,d,Female,"",22,"",19.29825,""
4145,2009/10,S12000045,"",All,d,Male,"",58,"",85.29412,""
4146,2009/10,S12000045,"",All,d,Female,"",10,"",14.70588,""
4147,2010/11,S12000045,"",All,d,Male,"",36,"",66.66667,""
4148,2010/11,S12000045,"",All,d,Female,"",18,"",33.33333,""
4149,2011/12,S12000045,"",All,d,Male,"",78,"",67.82609,""
4150,2011/12,S12000045,"",All,d,Female,"",37,"",32.17391,""
4151,2012/13,S12000045,"",All,d,Male,"",98,"",74.24242,""
4152,2012/13,S12000045,"",All,d,Female,"",34,"",25.75758,""
4153,2013/14,S12000045,"",All,d,Male,"",66,"",66,""
4154,2013/14,S12000045,"",All,d,Female,"",34,"",34,""
4155,2014/15,S12000045,"",All,d,Male,"",68,"",80.95238,""
4156,2014/15,S12000045,"",All,d,Female,"",16,"",19.04762,""
4157,2015/16,S12000045,"",All,d,Male,"",20,"",62.5,""
4158,2015/16,S12000045,"",All,d,Female,"",12,"",37.5,""
4159,2016/17,S12000045,"",All,d,Male,"",31,"",75.60976,""
4160,2016/17,S12000045,"",All,d,Female,"",10,"",24.39024,""
4161,2017/18,S12000045,"",All,d,Male,"",51,"",76.1194,""
4162,2017/18,S12000045,"",All,d,Female,"",16,"",23.8806,""
4163,2018/19,S12000045,"",All,d,Male,"",57,"",85.07463,""
4164,2018/19,S12000045,"",All,d,Female,"",10,"",14.92537,""
4165,2006/07,S12000039,"",All,d,Male,"",293,"",72.88557,""
4166,2006/07,S12000039,"",All,d,Female,"",109,"",27.11443,""
4167,2007/08,S12000039,"",All,d,Male,"",263,"",68.31169,""
4168,2007/08,S12000039,"",All,d,Female,"",122,"",31.68831,""
4169,2008/09,S12000039,"",All,d,Male,"",368,"",72.58383,""
4170,2008/09,S12000039,"",All,d,Female,"",139,"",27.41617,""
4171,2009/10,S12000039,"",All,d,Male,"",299,"",69.37355,""
4172,2009/10,S12000039,"",All,d,Female,"",132,"",30.62645,""
4173,2010/11,S12000039,"",All,d,Male,"",303,"",71.9715,""
4174,2010/11,S12000039,"",All,d,Female,"",118,"",28.0285,""
4175,2011/12,S12000039,"",All,d,Male,"",291,"",69.95192,""
4176,2011/12,S12000039,"",All,d,Female,"",125,"",30.04808,""
4177,2012/13,S12000039,"",All,d,Male,"",240,"",71.21662,""
4178,2012/13,S12000039,"",All,d,Female,"",97,"",28.78338,""
4179,2013/14,S12000039,"",All,d,Male,"",252,"",68.85246,""
4180,2013/14,S12000039,"",All,d,Female,"",114,"",31.14754,""
4181,2014/15,S12000039,"",All,d,Male,"",257,"",69.27224,""
4182,2014/15,S12000039,"",All,d,Female,"",114,"",30.72776,""
4183,2015/16,S12000039,"",All,d,Male,"",210,"",67.74194,""
4184,2015/16,S12000039,"",All,d,Female,"",100,"",32.25806,""
4185,2016/17,S12000039,"",All,d,Male,"",187,"",64.26117,""
4186,2016/17,S12000039,"",All,d,Female,"",104,"",35.73883,""
4187,2017/18,S12000039,"",All,d,Male,"",182,"",67.15867,""
4188,2017/18,S12000039,"",All,d,Female,"",89,"",32.84133,""
4189,2018/19,S12000039,"",All,d,Male,"",210,"",66.24606,""
4190,2018/19,S12000039,"",All,d,Female,"",107,"",33.75394,""
4191,2006/07,S12000042,"",All,d,Male,"",393,"",69.06854,""
4192,2006/07,S12000042,"",All,d,Female,"",176,"",30.93146,""
4193,2007/08,S12000042,"",All,d,Male,"",511,"",67.59259,""
4194,2007/08,S12000042,"",All,d,Female,"",245,"",32.40741,""
4195,2008/09,S12000042,"",All,d,Male,"",557,"",62.86682,""
4196,2008/09,S12000042,"",All,d,Female,"",329,"",37.13318,""
4197,2009/10,S12000042,"",All,d,Male,"",460,"",67.34993,""
4198,2009/10,S12000042,"",All,d,Female,"",223,"",32.65007,""
4199,2010/11,S12000042,"",All,d,Male,"",314,"",66.80851,""
4200,2010/11,S12000042,"",All,d,Female,"",156,"",33.19149,""
4201,2011/12,S12000042,"",All,d,Male,"",235,"",59.34343,""
4202,2011/12,S12000042,"",All,d,Female,"",161,"",40.65657,""
4203,2012/13,S12000042,"",All,d,Male,"",308,"",59.34489,""
4204,2012/13,S12000042,"",All,d,Female,"",211,"",40.65511,""
4205,2013/14,S12000042,"",All,d,Male,"",,:,,:
4206,2013/14,S12000042,"",All,d,Female,"",,:,,:
4207,2014/15,S12000042,"",All,d,Male,"",314,"",65.96639,""
4208,2014/15,S12000042,"",All,d,Female,"",162,"",34.03361,""
4209,2015/16,S12000042,"",All,d,Male,"",235,"",63.00268,""
4210,2015/16,S12000042,"",All,d,Female,"",138,"",36.99732,""
4211,2016/17,S12000042,"",All,d,Male,"",184,"",57.5,""
4212,2016/17,S12000042,"",All,d,Female,"",136,"",42.5,""
4213,2017/18,S12000042,"",All,d,Male,"",221,"",61.38889,""
4214,2017/18,S12000042,"",All,d,Female,"",139,"",38.61111,""
4215,2018/19,S12000042,"",All,d,Male,"",206,"",67.9868,""
4216,2018/19,S12000042,"",All,d,Female,"",97,"",32.0132,""
4217,2006/07,S12000036,"",All,d,Male,"",763,"",67.64184,""
4218,2006/07,S12000036,"",All,d,Female,"",365,"",32.35816,""
4219,2007/08,S12000036,"",All,d,Male,"",871,"",66.59021,""
4220,2007/08,S12000036,"",All,d,Female,"",437,"",33.40979,""
4221,2008/09,S12000036,"",All,d,Male,"",991,"",68.81944,""
4222,2008/09,S12000036,"",All,d,Female,"",449,"",31.18056,""
4223,2009/10,S12000036,"",All,d,Male,"",775,"",71.03575,""
4224,2009/10,S12000036,"",All,d,Female,"",316,"",28.96425,""
4225,2010/11,S12000036,"",All,d,Male,"",866,"",72.34754,""
4226,2010/11,S12000036,"",All,d,Female,"",331,"",27.65246,""
4227,2011/12,S12000036,"",All,d,Male,"",846,"",72.1843,""
4228,2011/12,S12000036,"",All,d,Female,"",326,"",27.8157,""
4229,2012/13,S12000036,"",All,d,Male,"",648,"",67.9958,""
4230,2012/13,S12000036,"",All,d,Female,"",305,"",32.0042,""
4231,2013/14,S12000036,"",All,d,Male,"",833,"",71.62511,""
4232,2013/14,S12000036,"",All,d,Female,"",330,"",28.37489,""
4233,2014/15,S12000036,"",All,d,Male,"",832,"",71.17194,""
4234,2014/15,S12000036,"",All,d,Female,"",337,"",28.82806,""
4235,2015/16,S12000036,"",All,d,Male,"",922,"",73.1746,""
4236,2015/16,S12000036,"",All,d,Female,"",338,"",26.8254,""
4237,2016/17,S12000036,"",All,d,Male,"",1086,"",73.87755,""
4238,2016/17,S12000036,"",All,d,Female,"",384,"",26.12245,""
4239,2017/18,S12000036,"",All,d,Male,"",930,"",75.24272,""
4240,2017/18,S12000036,"",All,d,Female,"",306,"",24.75728,""
4241,2018/19,S12000036,"",All,d,Male,"",902,"",73.93443,""
