_id,FinancialYear,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,NumberAssessed,NumberAssessedQF,PercentAssessed,PercentAssessedQF
1662,2017/18,S12000045,"",20 to 24 yrs old,"",All,d,7,"",10.44776,""
1663,2017/18,S12000045,"",25 to 29 yrs old,"",All,d,16,"",23.8806,""
1664,2017/18,S12000045,"",30 to 34 yrs old,"",All,d,10,"",14.92537,""
1665,2017/18,S12000045,"",35 to 39 yrs old,"",All,d,8,"",11.9403,""
1666,2017/18,S12000045,"",40 to 44 yrs old,"",All,d,12,"",17.91045,""
1667,2017/18,S12000045,"",45+ yrs old,"",All,d,9,"",13.43284,""
1668,2017/18,S12000045,"",Unknown,"",All,d,0,"",0,""
1669,2018/19,S12000045,"",Under 20yrs old,"",All,d,,c,,c
1670,2018/19,S12000045,"",20 to 24 yrs old,"",All,d,,c,,c
1671,2018/19,S12000045,"",25 to 29 yrs old,"",All,d,11,"",16.41791,""
1672,2018/19,S12000045,"",30 to 34 yrs old,"",All,d,8,"",11.9403,""
1673,2018/19,S12000045,"",35 to 39 yrs old,"",All,d,10,"",14.92537,""
1674,2018/19,S12000045,"",40 to 44 yrs old,"",All,d,13,"",19.40299,""
1675,2018/19,S12000045,"",45+ yrs old,"",All,d,11,"",16.41791,""
1676,2018/19,S12000045,"",Unknown,"",All,d,0,"",0,""
1677,2006/07,S12000039,"",Under 20yrs old,"",All,d,21,"",5.22388,""
1678,2006/07,S12000039,"",20 to 24 yrs old,"",All,d,67,"",16.66667,""
1679,2006/07,S12000039,"",25 to 29 yrs old,"",All,d,112,"",27.8607,""
1680,2006/07,S12000039,"",30 to 34 yrs old,"",All,d,92,"",22.88557,""
1681,2006/07,S12000039,"",35 to 39 yrs old,"",All,d,55,"",13.68159,""
1682,2006/07,S12000039,"",40 to 44 yrs old,"",All,d,33,"",8.20896,""
1683,2006/07,S12000039,"",45+ yrs old,"",All,d,22,"",5.47264,""
1684,2006/07,S12000039,"",Unknown,"",All,d,0,"",0,""
1685,2007/08,S12000039,"",Under 20yrs old,"",All,d,21,"",5.45455,""
1686,2007/08,S12000039,"",20 to 24 yrs old,"",All,d,47,"",12.20779,""
1687,2007/08,S12000039,"",25 to 29 yrs old,"",All,d,94,"",24.41558,""
1688,2007/08,S12000039,"",30 to 34 yrs old,"",All,d,102,"",26.49351,""
1689,2007/08,S12000039,"",35 to 39 yrs old,"",All,d,58,"",15.06494,""
1690,2007/08,S12000039,"",40 to 44 yrs old,"",All,d,43,"",11.16883,""
1691,2007/08,S12000039,"",45+ yrs old,"",All,d,19,"",4.93506,""
1692,2007/08,S12000039,"",Unknown,"",All,d,1,"",0.25974,""
1693,2008/09,S12000039,"",Under 20yrs old,"",All,d,43,"",8.48126,""
1694,2008/09,S12000039,"",20 to 24 yrs old,"",All,d,88,"",17.357,""
1695,2008/09,S12000039,"",25 to 29 yrs old,"",All,d,117,"",23.07692,""
1696,2008/09,S12000039,"",30 to 34 yrs old,"",All,d,118,"",23.27416,""
1697,2008/09,S12000039,"",35 to 39 yrs old,"",All,d,62,"",12.2288,""
1698,2008/09,S12000039,"",40 to 44 yrs old,"",All,d,44,"",8.6785,""
1699,2008/09,S12000039,"",45+ yrs old,"",All,d,35,"",6.90335,""
1700,2008/09,S12000039,"",Unknown,"",All,d,0,"",0,""
1701,2009/10,S12000039,"",Under 20yrs old,"",All,d,36,"",8.35267,""
1702,2009/10,S12000039,"",20 to 24 yrs old,"",All,d,60,"",13.92111,""
1703,2009/10,S12000039,"",25 to 29 yrs old,"",All,d,90,"",20.88167,""
1704,2009/10,S12000039,"",30 to 34 yrs old,"",All,d,98,"",22.73782,""
1705,2009/10,S12000039,"",35 to 39 yrs old,"",All,d,72,"",16.70534,""
1706,2009/10,S12000039,"",40 to 44 yrs old,"",All,d,40,"",9.28074,""
1707,2009/10,S12000039,"",45+ yrs old,"",All,d,35,"",8.12065,""
1708,2009/10,S12000039,"",Unknown,"",All,d,0,"",0,""
1709,2010/11,S12000039,"",Under 20yrs old,"",All,d,42,"",9.97625,""
1710,2010/11,S12000039,"",20 to 24 yrs old,"",All,d,63,"",14.96437,""
1711,2010/11,S12000039,"",25 to 29 yrs old,"",All,d,79,"",18.76485,""
1712,2010/11,S12000039,"",30 to 34 yrs old,"",All,d,93,"",22.09026,""
1713,2010/11,S12000039,"",35 to 39 yrs old,"",All,d,79,"",18.76485,""
1714,2010/11,S12000039,"",40 to 44 yrs old,"",All,d,36,"",8.55107,""
1715,2010/11,S12000039,"",45+ yrs old,"",All,d,27,"",6.4133,""
1716,2010/11,S12000039,"",Unknown,"",All,d,2,"",0.47506,""
1717,2011/12,S12000039,"",Under 20yrs old,"",All,d,41,"",9.85577,""
1718,2011/12,S12000039,"",20 to 24 yrs old,"",All,d,57,"",13.70192,""
1719,2011/12,S12000039,"",25 to 29 yrs old,"",All,d,91,"",21.875,""
1720,2011/12,S12000039,"",30 to 34 yrs old,"",All,d,91,"",21.875,""
1721,2011/12,S12000039,"",35 to 39 yrs old,"",All,d,66,"",15.86538,""
1722,2011/12,S12000039,"",40 to 44 yrs old,"",All,d,35,"",8.41346,""
1723,2011/12,S12000039,"",45+ yrs old,"",All,d,35,"",8.41346,""
1724,2011/12,S12000039,"",Unknown,"",All,d,0,"",0,""
1725,2012/13,S12000039,"",Under 20yrs old,"",All,d,17,"",5.04451,""
1726,2012/13,S12000039,"",20 to 24 yrs old,"",All,d,42,"",12.46291,""
1727,2012/13,S12000039,"",25 to 29 yrs old,"",All,d,60,"",17.80415,""
1728,2012/13,S12000039,"",30 to 34 yrs old,"",All,d,62,"",18.39763,""
1729,2012/13,S12000039,"",35 to 39 yrs old,"",All,d,66,"",19.58457,""
1730,2012/13,S12000039,"",40 to 44 yrs old,"",All,d,45,"",13.35312,""
1731,2012/13,S12000039,"",45+ yrs old,"",All,d,45,"",13.35312,""
1732,2012/13,S12000039,"",Unknown,"",All,d,0,"",0,""
1733,2013/14,S12000039,"",Under 20yrs old,"",All,d,33,"",9.01639,""
1734,2013/14,S12000039,"",20 to 24 yrs old,"",All,d,46,"",12.56831,""
1735,2013/14,S12000039,"",25 to 29 yrs old,"",All,d,61,"",16.66667,""
1736,2013/14,S12000039,"",30 to 34 yrs old,"",All,d,78,"",21.31148,""
1737,2013/14,S12000039,"",35 to 39 yrs old,"",All,d,63,"",17.21311,""
1738,2013/14,S12000039,"",40 to 44 yrs old,"",All,d,49,"",13.38798,""
1739,2013/14,S12000039,"",45+ yrs old,"",All,d,36,"",9.83607,""
1740,2013/14,S12000039,"",Unknown,"",All,d,0,"",0,""
1741,2014/15,S12000039,"",Under 20yrs old,"",All,d,38,"",10.24259,""
1742,2014/15,S12000039,"",20 to 24 yrs old,"",All,d,40,"",10.78167,""
1743,2014/15,S12000039,"",25 to 29 yrs old,"",All,d,60,"",16.17251,""
1744,2014/15,S12000039,"",30 to 34 yrs old,"",All,d,75,"",20.21563,""
1745,2014/15,S12000039,"",35 to 39 yrs old,"",All,d,70,"",18.86792,""
1746,2014/15,S12000039,"",40 to 44 yrs old,"",All,d,44,"",11.85984,""
1747,2014/15,S12000039,"",45+ yrs old,"",All,d,44,"",11.85984,""
1748,2014/15,S12000039,"",Unknown,"",All,d,0,"",0,""
1749,2015/16,S12000039,"",Under 20yrs old,"",All,d,9,"",2.90323,""
1750,2015/16,S12000039,"",20 to 24 yrs old,"",All,d,35,"",11.29032,""
1751,2015/16,S12000039,"",25 to 29 yrs old,"",All,d,42,"",13.54839,""
1752,2015/16,S12000039,"",30 to 34 yrs old,"",All,d,52,"",16.77419,""
1753,2015/16,S12000039,"",35 to 39 yrs old,"",All,d,71,"",22.90323,""
1754,2015/16,S12000039,"",40 to 44 yrs old,"",All,d,59,"",19.03226,""
1755,2015/16,S12000039,"",45+ yrs old,"",All,d,42,"",13.54839,""
1756,2015/16,S12000039,"",Unknown,"",All,d,0,"",0,""
1757,2016/17,S12000039,"",Under 20yrs old,"",All,d,7,"",2.4055,""
1758,2016/17,S12000039,"",20 to 24 yrs old,"",All,d,15,"",5.15464,""
1759,2016/17,S12000039,"",25 to 29 yrs old,"",All,d,42,"",14.43299,""
1760,2016/17,S12000039,"",30 to 34 yrs old,"",All,d,52,"",17.86942,""
1761,2016/17,S12000039,"",35 to 39 yrs old,"",All,d,78,"",26.80412,""
1762,2016/17,S12000039,"",40 to 44 yrs old,"",All,d,50,"",17.18213,""
1763,2016/17,S12000039,"",45+ yrs old,"",All,d,46,"",15.80756,""
1764,2016/17,S12000039,"",Unknown,"",All,d,1,"",0.34364,""
1765,2017/18,S12000039,"",Under 20yrs old,"",All,d,,c,,c
1766,2017/18,S12000039,"",20 to 24 yrs old,"",All,d,,c,,c
1767,2017/18,S12000039,"",25 to 29 yrs old,"",All,d,46,"",16.97417,""
1768,2017/18,S12000039,"",30 to 34 yrs old,"",All,d,48,"",17.71218,""
1769,2017/18,S12000039,"",35 to 39 yrs old,"",All,d,56,"",20.66421,""
1770,2017/18,S12000039,"",40 to 44 yrs old,"",All,d,54,"",19.9262,""
1771,2017/18,S12000039,"",45+ yrs old,"",All,d,48,"",17.71218,""
1772,2017/18,S12000039,"",Unknown,"",All,d,0,"",0,""
1773,2018/19,S12000039,"",Under 20yrs old,"",All,d,14,"",4.4164,""
1774,2018/19,S12000039,"",20 to 24 yrs old,"",All,d,24,"",7.57098,""
1775,2018/19,S12000039,"",25 to 29 yrs old,"",All,d,39,"",12.30284,""
1776,2018/19,S12000039,"",30 to 34 yrs old,"",All,d,59,"",18.61199,""
1777,2018/19,S12000039,"",35 to 39 yrs old,"",All,d,72,"",22.71293,""
1778,2018/19,S12000039,"",40 to 44 yrs old,"",All,d,52,"",16.40379,""
1779,2018/19,S12000039,"",45+ yrs old,"",All,d,57,"",17.98107,""
1780,2018/19,S12000039,"",Unknown,"",All,d,0,"",0,""
1781,2006/07,S12000042,"",Under 20yrs old,"",All,d,51,"",8.96309,""
1782,2006/07,S12000042,"",20 to 24 yrs old,"",All,d,126,"",22.14411,""
1783,2006/07,S12000042,"",25 to 29 yrs old,"",All,d,168,"",29.52548,""
1784,2006/07,S12000042,"",30 to 34 yrs old,"",All,d,104,"",18.27768,""
1785,2006/07,S12000042,"",35 to 39 yrs old,"",All,d,76,"",13.35677,""
1786,2006/07,S12000042,"",40 to 44 yrs old,"",All,d,27,"",4.74517,""
1787,2006/07,S12000042,"",45+ yrs old,"",All,d,17,"",2.9877,""
1788,2006/07,S12000042,"",Unknown,"",All,d,0,"",0,""
1789,2007/08,S12000042,"",Under 20yrs old,"",All,d,85,"",11.24339,""
1790,2007/08,S12000042,"",20 to 24 yrs old,"",All,d,181,"",23.9418,""
1791,2007/08,S12000042,"",25 to 29 yrs old,"",All,d,190,"",25.13228,""
1792,2007/08,S12000042,"",30 to 34 yrs old,"",All,d,130,"",17.19577,""
1793,2007/08,S12000042,"",35 to 39 yrs old,"",All,d,94,"",12.43386,""
1794,2007/08,S12000042,"",40 to 44 yrs old,"",All,d,50,"",6.61376,""
1795,2007/08,S12000042,"",45+ yrs old,"",All,d,26,"",3.43915,""
1796,2007/08,S12000042,"",Unknown,"",All,d,0,"",0,""
1797,2008/09,S12000042,"",Under 20yrs old,"",All,d,87,"",9.81941,""
1798,2008/09,S12000042,"",20 to 24 yrs old,"",All,d,168,"",18.96163,""
1799,2008/09,S12000042,"",25 to 29 yrs old,"",All,d,243,"",27.42664,""
1800,2008/09,S12000042,"",30 to 34 yrs old,"",All,d,168,"",18.96163,""
1801,2008/09,S12000042,"",35 to 39 yrs old,"",All,d,110,"",12.41535,""
1802,2008/09,S12000042,"",40 to 44 yrs old,"",All,d,71,"",8.01354,""
1803,2008/09,S12000042,"",45+ yrs old,"",All,d,39,"",4.40181,""
1804,2008/09,S12000042,"",Unknown,"",All,d,0,"",0,""
1805,2009/10,S12000042,"",Under 20yrs old,"",All,d,58,"",8.49195,""
1806,2009/10,S12000042,"",20 to 24 yrs old,"",All,d,152,"",22.25476,""
1807,2009/10,S12000042,"",25 to 29 yrs old,"",All,d,171,"",25.0366,""
1808,2009/10,S12000042,"",30 to 34 yrs old,"",All,d,135,"",19.76574,""
1809,2009/10,S12000042,"",35 to 39 yrs old,"",All,d,80,"",11.71303,""
1810,2009/10,S12000042,"",40 to 44 yrs old,"",All,d,51,"",7.46706,""
1811,2009/10,S12000042,"",45+ yrs old,"",All,d,36,"",5.27086,""
1812,2009/10,S12000042,"",Unknown,"",All,d,0,"",0,""
1813,2010/11,S12000042,"",Under 20yrs old,"",All,d,35,"",7.44681,""
1814,2010/11,S12000042,"",20 to 24 yrs old,"",All,d,101,"",21.48936,""
1815,2010/11,S12000042,"",25 to 29 yrs old,"",All,d,117,"",24.89362,""
1816,2010/11,S12000042,"",30 to 34 yrs old,"",All,d,92,"",19.57447,""
1817,2010/11,S12000042,"",35 to 39 yrs old,"",All,d,55,"",11.70213,""
1818,2010/11,S12000042,"",40 to 44 yrs old,"",All,d,38,"",8.08511,""
1819,2010/11,S12000042,"",45+ yrs old,"",All,d,32,"",6.80851,""
1820,2010/11,S12000042,"",Unknown,"",All,d,0,"",0,""
1821,2011/12,S12000042,"",Under 20yrs old,"",All,d,38,"",9.59596,""
1822,2011/12,S12000042,"",20 to 24 yrs old,"",All,d,55,"",13.88889,""
1823,2011/12,S12000042,"",25 to 29 yrs old,"",All,d,92,"",23.23232,""
1824,2011/12,S12000042,"",30 to 34 yrs old,"",All,d,92,"",23.23232,""
1825,2011/12,S12000042,"",35 to 39 yrs old,"",All,d,52,"",13.13131,""
1826,2011/12,S12000042,"",40 to 44 yrs old,"",All,d,38,"",9.59596,""
1827,2011/12,S12000042,"",45+ yrs old,"",All,d,29,"",7.32323,""
1828,2011/12,S12000042,"",Unknown,"",All,d,0,"",0,""
1829,2012/13,S12000042,"",Under 20yrs old,"",All,d,25,"",4.81696,""
1830,2012/13,S12000042,"",20 to 24 yrs old,"",All,d,63,"",12.13873,""
1831,2012/13,S12000042,"",25 to 29 yrs old,"",All,d,124,"",23.8921,""
1832,2012/13,S12000042,"",30 to 34 yrs old,"",All,d,121,"",23.31407,""
1833,2012/13,S12000042,"",35 to 39 yrs old,"",All,d,81,"",15.60694,""
1834,2012/13,S12000042,"",40 to 44 yrs old,"",All,d,60,"",11.56069,""
1835,2012/13,S12000042,"",45+ yrs old,"",All,d,45,"",8.67052,""
1836,2012/13,S12000042,"",Unknown,"",All,d,0,"",0,""
1837,2013/14,S12000042,"",Under 20yrs old,"",All,d,,:,,:
1838,2013/14,S12000042,"",20 to 24 yrs old,"",All,d,,:,,:
1839,2013/14,S12000042,"",25 to 29 yrs old,"",All,d,,:,,:
1840,2013/14,S12000042,"",30 to 34 yrs old,"",All,d,,:,,:
1841,2013/14,S12000042,"",35 to 39 yrs old,"",All,d,,:,,:
1842,2013/14,S12000042,"",40 to 44 yrs old,"",All,d,,:,,:
1843,2013/14,S12000042,"",45+ yrs old,"",All,d,,:,,:
1844,2013/14,S12000042,"",Unknown,"",All,d,,:,,:
1845,2014/15,S12000042,"",Under 20yrs old,"",All,d,25,"",5.2521,""
1846,2014/15,S12000042,"",20 to 24 yrs old,"",All,d,39,"",8.19328,""
1847,2014/15,S12000042,"",25 to 29 yrs old,"",All,d,92,"",19.32773,""
1848,2014/15,S12000042,"",30 to 34 yrs old,"",All,d,120,"",25.21008,""
1849,2014/15,S12000042,"",35 to 39 yrs old,"",All,d,87,"",18.27731,""
1850,2014/15,S12000042,"",40 to 44 yrs old,"",All,d,64,"",13.44538,""
1851,2014/15,S12000042,"",45+ yrs old,"",All,d,49,"",10.29412,""
1852,2014/15,S12000042,"",Unknown,"",All,d,0,"",0,""
1853,2015/16,S12000042,"",Under 20yrs old,"",All,d,41,"",10.99196,""
1854,2015/16,S12000042,"",20 to 24 yrs old,"",All,d,25,"",6.70241,""
1855,2015/16,S12000042,"",25 to 29 yrs old,"",All,d,61,"",16.35389,""
1856,2015/16,S12000042,"",30 to 34 yrs old,"",All,d,93,"",24.93298,""
1857,2015/16,S12000042,"",35 to 39 yrs old,"",All,d,66,"",17.69437,""
1858,2015/16,S12000042,"",40 to 44 yrs old,"",All,d,44,"",11.79625,""
1859,2015/16,S12000042,"",45+ yrs old,"",All,d,43,"",11.52815,""
1860,2015/16,S12000042,"",Unknown,"",All,d,0,"",0,""
1861,2016/17,S12000042,"",Under 20yrs old,"",All,d,31,"",9.6875,""
1862,2016/17,S12000042,"",20 to 24 yrs old,"",All,d,23,"",7.1875,""
1863,2016/17,S12000042,"",25 to 29 yrs old,"",All,d,58,"",18.125,""
1864,2016/17,S12000042,"",30 to 34 yrs old,"",All,d,77,"",24.0625,""
1865,2016/17,S12000042,"",35 to 39 yrs old,"",All,d,61,"",19.0625,""
1866,2016/17,S12000042,"",40 to 44 yrs old,"",All,d,34,"",10.625,""
1867,2016/17,S12000042,"",45+ yrs old,"",All,d,36,"",11.25,""
1868,2016/17,S12000042,"",Unknown,"",All,d,0,"",0,""
1869,2017/18,S12000042,"",Under 20yrs old,"",All,d,31,"",8.61111,""
1870,2017/18,S12000042,"",20 to 24 yrs old,"",All,d,32,"",8.88889,""
1871,2017/18,S12000042,"",25 to 29 yrs old,"",All,d,51,"",14.16667,""
1872,2017/18,S12000042,"",30 to 34 yrs old,"",All,d,78,"",21.66667,""
1873,2017/18,S12000042,"",35 to 39 yrs old,"",All,d,66,"",18.33333,""
1874,2017/18,S12000042,"",40 to 44 yrs old,"",All,d,42,"",11.66667,""
1875,2017/18,S12000042,"",45+ yrs old,"",All,d,60,"",16.66667,""
1876,2017/18,S12000042,"",Unknown,"",All,d,0,"",0,""
1877,2018/19,S12000042,"",Under 20yrs old,"",All,d,10,"",3.30033,""
1878,2018/19,S12000042,"",20 to 24 yrs old,"",All,d,22,"",7.26073,""
1879,2018/19,S12000042,"",25 to 29 yrs old,"",All,d,34,"",11.22112,""
1880,2018/19,S12000042,"",30 to 34 yrs old,"",All,d,85,"",28.05281,""
1881,2018/19,S12000042,"",35 to 39 yrs old,"",All,d,65,"",21.45215,""
1882,2018/19,S12000042,"",40 to 44 yrs old,"",All,d,44,"",14.52145,""
1883,2018/19,S12000042,"",45+ yrs old,"",All,d,43,"",14.19142,""
1884,2018/19,S12000042,"",Unknown,"",All,d,0,"",0,""
1885,2006/07,S12000036,"",Under 20yrs old,"",All,d,75,"",6.64894,""
1886,2006/07,S12000036,"",20 to 24 yrs old,"",All,d,227,"",20.12411,""
1887,2006/07,S12000036,"",25 to 29 yrs old,"",All,d,281,"",24.91135,""
1888,2006/07,S12000036,"",30 to 34 yrs old,"",All,d,252,"",22.34043,""
1889,2006/07,S12000036,"",35 to 39 yrs old,"",All,d,146,"",12.94326,""
1890,2006/07,S12000036,"",40 to 44 yrs old,"",All,d,103,"",9.13121,""
1891,2006/07,S12000036,"",45+ yrs old,"",All,d,44,"",3.90071,""
1892,2006/07,S12000036,"",Unknown,"",All,d,0,"",0,""
1893,2007/08,S12000036,"",Under 20yrs old,"",All,d,59,"",4.5107,""
1894,2007/08,S12000036,"",20 to 24 yrs old,"",All,d,227,"",17.35474,""
1895,2007/08,S12000036,"",25 to 29 yrs old,"",All,d,324,"",24.77064,""
1896,2007/08,S12000036,"",30 to 34 yrs old,"",All,d,293,"",22.40061,""
1897,2007/08,S12000036,"",35 to 39 yrs old,"",All,d,221,"",16.89602,""
1898,2007/08,S12000036,"",40 to 44 yrs old,"",All,d,105,"",8.02752,""
1899,2007/08,S12000036,"",45+ yrs old,"",All,d,79,"",6.03976,""
1900,2007/08,S12000036,"",Unknown,"",All,d,0,"",0,""
1901,2008/09,S12000036,"",Under 20yrs old,"",All,d,78,"",5.41667,""
1902,2008/09,S12000036,"",20 to 24 yrs old,"",All,d,230,"",15.97222,""
1903,2008/09,S12000036,"",25 to 29 yrs old,"",All,d,368,"",25.55556,""
1904,2008/09,S12000036,"",30 to 34 yrs old,"",All,d,300,"",20.83333,""
1905,2008/09,S12000036,"",35 to 39 yrs old,"",All,d,233,"",16.18056,""
1906,2008/09,S12000036,"",40 to 44 yrs old,"",All,d,141,"",9.79167,""
1907,2008/09,S12000036,"",45+ yrs old,"",All,d,90,"",6.25,""
1908,2008/09,S12000036,"",Unknown,"",All,d,0,"",0,""
1909,2009/10,S12000036,"",Under 20yrs old,"",All,d,69,"",6.32447,""
1910,2009/10,S12000036,"",20 to 24 yrs old,"",All,d,163,"",14.94042,""
1911,2009/10,S12000036,"",25 to 29 yrs old,"",All,d,247,"",22.63978,""
1912,2009/10,S12000036,"",30 to 34 yrs old,"",All,d,218,"",19.98167,""
1913,2009/10,S12000036,"",35 to 39 yrs old,"",All,d,196,"",17.96517,""
1914,2009/10,S12000036,"",40 to 44 yrs old,"",All,d,121,"",11.09074,""
1915,2009/10,S12000036,"",45+ yrs old,"",All,d,77,"",7.05775,""
1916,2009/10,S12000036,"",Unknown,"",All,d,0,"",0,""
1917,2010/11,S12000036,"",Under 20yrs old,"",All,d,64,"",5.3467,""
1918,2010/11,S12000036,"",20 to 24 yrs old,"",All,d,165,"",13.78446,""
1919,2010/11,S12000036,"",25 to 29 yrs old,"",All,d,217,"",18.12865,""
1920,2010/11,S12000036,"",30 to 34 yrs old,"",All,d,266,"",22.22222,""
1921,2010/11,S12000036,"",35 to 39 yrs old,"",All,d,246,"",20.55138,""
1922,2010/11,S12000036,"",40 to 44 yrs old,"",All,d,140,"",11.69591,""
1923,2010/11,S12000036,"",45+ yrs old,"",All,d,99,"",8.27068,""
1924,2010/11,S12000036,"",Unknown,"",All,d,0,"",0,""
1925,2011/12,S12000036,"",Under 20yrs old,"",All,d,66,"",5.6314,""
1926,2011/12,S12000036,"",20 to 24 yrs old,"",All,d,151,"",12.88396,""
1927,2011/12,S12000036,"",25 to 29 yrs old,"",All,d,225,"",19.19795,""
1928,2011/12,S12000036,"",30 to 34 yrs old,"",All,d,235,"",20.05119,""
1929,2011/12,S12000036,"",35 to 39 yrs old,"",All,d,228,"",19.45392,""
1930,2011/12,S12000036,"",40 to 44 yrs old,"",All,d,160,"",13.65188,""
1931,2011/12,S12000036,"",45+ yrs old,"",All,d,107,"",9.12969,""
1932,2011/12,S12000036,"",Unknown,"",All,d,0,"",0,""
1933,2012/13,S12000036,"",Under 20yrs old,"",All,d,33,"",3.46275,""
1934,2012/13,S12000036,"",20 to 24 yrs old,"",All,d,96,"",10.07345,""
1935,2012/13,S12000036,"",25 to 29 yrs old,"",All,d,165,"",17.31375,""
1936,2012/13,S12000036,"",30 to 34 yrs old,"",All,d,211,"",22.14061,""
1937,2012/13,S12000036,"",35 to 39 yrs old,"",All,d,188,"",19.72718,""
1938,2012/13,S12000036,"",40 to 44 yrs old,"",All,d,140,"",14.69045,""
1939,2012/13,S12000036,"",45+ yrs old,"",All,d,120,"",12.59182,""
1940,2012/13,S12000036,"",Unknown,"",All,d,0,"",0,""
1941,2013/14,S12000036,"",Under 20yrs old,"",All,d,51,"",4.38521,""
1942,2013/14,S12000036,"",20 to 24 yrs old,"",All,d,96,"",8.25451,""
1943,2013/14,S12000036,"",25 to 29 yrs old,"",All,d,201,"",17.28289,""
1944,2013/14,S12000036,"",30 to 34 yrs old,"",All,d,260,"",22.35598,""
1945,2013/14,S12000036,"",35 to 39 yrs old,"",All,d,233,"",20.03439,""
1946,2013/14,S12000036,"",40 to 44 yrs old,"",All,d,157,"",13.49957,""
1947,2013/14,S12000036,"",45+ yrs old,"",All,d,165,"",14.18745,""
1948,2013/14,S12000036,"",Unknown,"",All,d,0,"",0,""
1949,2014/15,S12000036,"",Under 20yrs old,"",All,d,50,"",4.27716,""
1950,2014/15,S12000036,"",20 to 24 yrs old,"",All,d,94,"",8.04106,""
1951,2014/15,S12000036,"",25 to 29 yrs old,"",All,d,167,"",14.28571,""
1952,2014/15,S12000036,"",30 to 34 yrs old,"",All,d,258,"",22.07015,""
1953,2014/15,S12000036,"",35 to 39 yrs old,"",All,d,226,"",19.33276,""
1954,2014/15,S12000036,"",40 to 44 yrs old,"",All,d,169,"",14.4568,""
1955,2014/15,S12000036,"",45+ yrs old,"",All,d,205,"",17.53636,""
1956,2014/15,S12000036,"",Unknown,"",All,d,0,"",0,""
1957,2015/16,S12000036,"",Under 20yrs old,"",All,d,69,"",5.47619,""
1958,2015/16,S12000036,"",20 to 24 yrs old,"",All,d,103,"",8.1746,""
1959,2015/16,S12000036,"",25 to 29 yrs old,"",All,d,187,"",14.84127,""
1960,2015/16,S12000036,"",30 to 34 yrs old,"",All,d,262,"",20.79365,""
1961,2015/16,S12000036,"",35 to 39 yrs old,"",All,d,251,"",19.92063,""
1962,2015/16,S12000036,"",40 to 44 yrs old,"",All,d,187,"",14.84127,""
1963,2015/16,S12000036,"",45+ yrs old,"",All,d,201,"",15.95238,""
1964,2015/16,S12000036,"",Unknown,"",All,d,0,"",0,""
1965,2016/17,S12000036,"",Under 20yrs old,"",All,d,72,"",4.89796,""
1966,2016/17,S12000036,"",20 to 24 yrs old,"",All,d,121,"",8.23129,""
1967,2016/17,S12000036,"",25 to 29 yrs old,"",All,d,233,"",15.85034,""
1968,2016/17,S12000036,"",30 to 34 yrs old,"",All,d,270,"",18.36735,""
1969,2016/17,S12000036,"",35 to 39 yrs old,"",All,d,273,"",18.57143,""
1970,2016/17,S12000036,"",40 to 44 yrs old,"",All,d,210,"",14.28571,""
1971,2016/17,S12000036,"",45+ yrs old,"",All,d,291,"",19.79592,""
1972,2016/17,S12000036,"",Unknown,"",All,d,0,"",0,""
1973,2017/18,S12000036,"",Under 20yrs old,"",All,d,58,"",4.69256,""
1974,2017/18,S12000036,"",20 to 24 yrs old,"",All,d,83,"",6.71521,""
1975,2017/18,S12000036,"",25 to 29 yrs old,"",All,d,195,"",15.7767,""
1976,2017/18,S12000036,"",30 to 34 yrs old,"",All,d,231,"",18.68932,""
1977,2017/18,S12000036,"",35 to 39 yrs old,"",All,d,220,"",17.79935,""
1978,2017/18,S12000036,"",40 to 44 yrs old,"",All,d,198,"",16.01942,""
1979,2017/18,S12000036,"",45+ yrs old,"",All,d,250,"",20.22654,""
1980,2017/18,S12000036,"",Unknown,"",All,d,1,"",0.08091,""
1981,2018/19,S12000036,"",Under 20yrs old,"",All,d,61,"",5,""
1982,2018/19,S12000036,"",20 to 24 yrs old,"",All,d,73,"",5.98361,""
1983,2018/19,S12000036,"",25 to 29 yrs old,"",All,d,184,"",15.08197,""
1984,2018/19,S12000036,"",30 to 34 yrs old,"",All,d,229,"",18.77049,""
1985,2018/19,S12000036,"",35 to 39 yrs old,"",All,d,248,"",20.32787,""
1986,2018/19,S12000036,"",40 to 44 yrs old,"",All,d,185,"",15.16393,""
1987,2018/19,S12000036,"",45+ yrs old,"",All,d,239,"",19.59016,""
1988,2018/19,S12000036,"",Unknown,"",All,d,1,"",0.08197,""
1989,2006/07,S12000013,"",Under 20yrs old,"",All,d,8,"",28.57143,""
1990,2006/07,S12000013,"",20 to 24 yrs old,"",All,d,7,"",25,""
1991,2006/07,S12000013,"",25 to 29 yrs old,"",All,d,6,"",21.42857,""
1992,2006/07,S12000013,"",30 to 34 yrs old,"",All,d,,c,,c
1993,2006/07,S12000013,"",35 to 39 yrs old,"",All,d,,c,,c
1994,2006/07,S12000013,"",40 to 44 yrs old,"",All,d,0,"",0,""
1995,2006/07,S12000013,"",45+ yrs old,"",All,d,,c,,c
1996,2006/07,S12000013,"",Unknown,"",All,d,0,"",0,""
1997,2007/08,S12000013,"",Under 20yrs old,"",All,d,8,"",22.22222,""
1998,2007/08,S12000013,"",20 to 24 yrs old,"",All,d,11,"",30.55556,""
1999,2007/08,S12000013,"",25 to 29 yrs old,"",All,d,8,"",22.22222,""
2000,2007/08,S12000013,"",30 to 34 yrs old,"",All,d,,c,,c
